Date,Event,Fighter1,Fighter2,Method,Note,Result,Round,Time,Time (secs),Weight class
2014-09-20,UFC Fight Night: Hunt vs. Nelson,Katsunori Kikuno,Sam Sicilia,Submission (rear-naked choke),-,def.,2.0,1:38,98,Featherweight
2014-09-20,UFC Fight Night: Hunt vs. Nelson,Kyung Ho Kang,Michinori Tanaka,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2014-09-20,UFC Fight Night: Hunt vs. Nelson,Maximo Blanco,Dan Hooker,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Featherweight
2014-09-20,UFC Fight Night: Hunt vs. Nelson,Mark Hunt,Roy Nelson,KO (punch),-,def.,2.0,3:00,180,Heavyweight
2014-09-20,UFC Fight Night: Hunt vs. Nelson,Kiichi Kunimoto,Richard Walsh,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2014-09-20,UFC Fight Night: Hunt vs. Nelson,Kyoji Horiguchi,Jon delos Reyes,TKO (punches),-,def.,1.0,3:48,228,Flyweight
2014-09-20,UFC Fight Night: Hunt vs. Nelson,Myles Jury,Takanori Gomi,TKO (punches),-,def.,1.0,1:32,92,Lightweight
2014-09-20,UFC Fight Night: Hunt vs. Nelson,Yoshihiro Akiyama,Amir Sadollah,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
2014-09-20,UFC Fight Night: Hunt vs. Nelson,Miesha Tate,Rin Nakai,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Women's Bantamweight
2014-09-27,UFC 178: Johnson vs. Cariaso,Jorge Masvidal,James Krause,"Decision (unanimous) (30–27, 29–28, 30–27)",-,def.,3.0,5:00,300,Lightweight
2014-09-27,UFC 178: Johnson vs. Cariaso,Manvel Gamburyan,Cody Gibson,Submission (guillotine choke),-,def.,2.0,4:56,296,Bantamweight
2014-09-27,UFC 178: Johnson vs. Cariaso,Dominick Cruz,Takeya Mizugaki,KO (punches),[b],def.,1.0,1:01,61,Bantamweight
2014-09-27,UFC 178: Johnson vs. Cariaso,Stephen Thompson,Patrick Côté,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Welterweight
2014-09-27,UFC 178: Johnson vs. Cariaso,Conor McGregor,Dustin Poirier,TKO (punches),-,def.,1.0,1:46,106,Featherweight
2014-09-27,UFC 178: Johnson vs. Cariaso,Brian Ebersole,John Howard,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2014-09-27,UFC 178: Johnson vs. Cariaso,Cat Zingano,Amanda Nunes,TKO (elbows and punches),-,def.,3.0,1:21,81,Women's Bantamweight
2014-09-27,UFC 178: Johnson vs. Cariaso,Yoel Romero,Tim Kennedy,TKO (punches),-,def.,3.0,0:58,58,Middleweight
2014-09-27,UFC 178: Johnson vs. Cariaso,Demetrious Johnson (c),Chris Cariaso,Submission (kimura),[a],def.,2.0,2:29,149,Flyweight
2014-09-27,UFC 178: Johnson vs. Cariaso,Donald Cerrone,Eddie Alvarez,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2014-09-27,UFC 178: Johnson vs. Cariaso,Kevin Lee,Jon Tuck,"Decision (unanimous) (30–26, 30–26, 30–26)",[c],def.,3.0,5:00,300,Lightweight
2014-10-04,UFC Fight Night: Nelson vs. Story,Cathal Pendred,Gasan Umalatov,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2014-10-04,UFC Fight Night: Nelson vs. Story,Jan Błachowicz,Ilir Latifi,TKO (body kick and punches),-,def.,1.0,1:58,118,Light Heavyweight
2014-10-04,UFC Fight Night: Nelson vs. Story,Mike Wilkinson,Niklas Bäckström,KO (punches),-,def.,1.0,1:19,79,Featherweight
2014-10-04,UFC Fight Night: Nelson vs. Story,Magnus Cedenblad,Scott Askham,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Middleweight
2014-10-04,UFC Fight Night: MacDonald vs. Saffiedine,Pedro Munhoz,Jerrod Sanders,No Contest (overturned),[a],vs.,1.0,0:39,39,Bantamweight
2014-10-04,UFC Fight Night: Nelson vs. Story,Krzysztof Jotko,Tor Troéng,"Decision (unanimous) (30–27, 30–26, 30–27)",-,def.,3.0,5:00,300,Middleweight
2014-10-04,UFC Fight Night: MacDonald vs. Saffiedine,Mitch Gagnon,Roman Salazar,Submission (rear-naked choke),-,def.,1.0,2:06,126,Bantamweight
2014-10-04,UFC Fight Night: Nelson vs. Story,Mairbek Taisumov,Marcin Bandel,TKO (punches),-,def.,1.0,1:01,61,Lightweight
2014-10-04,UFC Fight Night: Nelson vs. Story,Zubaira Tukhugov,Ernest Chavez,TKO (punches),-,def.,1.0,4:21,261,Featherweight
2014-10-04,UFC Fight Night: Nelson vs. Story,Max Holloway,Akira Corassani,TKO (punches),-,def.,1.0,3:11,191,Featherweight
2014-10-04,UFC Fight Night: Nelson vs. Story,Rick Story,Gunnar Nelson,"Decision (split) (47–48, 49–46, 50–44)",-,def.,5.0,5:00,300,Welterweight
2014-10-04,UFC Fight Night: MacDonald vs. Saffiedine,Daron Cruickshank,Anthony Njokuani,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2014-10-04,UFC Fight Night: MacDonald vs. Saffiedine,Albert Tumenov,Matt Dwyer,TKO (head kick and punch),-,def.,1.0,1:03,63,Welterweight
2014-10-04,UFC Fight Night: MacDonald vs. Saffiedine,Elias Theodorou,Bruno Santos,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Middleweight
2014-10-04,UFC Fight Night: MacDonald vs. Saffiedine,Nordine Taleb,Li Jingliang,"Decision (split) (28–29, 29–28, 30–27)",-,def.,3.0,5:00,300,Welterweight
2014-10-04,UFC Fight Night: MacDonald vs. Saffiedine,Paul Felder,Jason Saggo,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Lightweight
2014-10-04,UFC Fight Night: MacDonald vs. Saffiedine,Olivier Aubin-Mercier,Jake Lindsey,Submission (inverted triangle kimura),-,def.,2.0,3:22,202,Lightweight
2014-10-04,UFC Fight Night: Nelson vs. Story,Dennis Siver,Charles Rosa,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Featherweight
2014-10-04,UFC Fight Night: MacDonald vs. Saffiedine,Chad Laprise,Yosdenis Cedeno,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2014-10-04,UFC Fight Night: MacDonald vs. Saffiedine,Raphael Assunção,Bryan Caraway,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Bantamweight
2014-10-04,UFC Fight Night: MacDonald vs. Saffiedine,Rory MacDonald,Tarec Saffiedine,TKO (punches),-,def.,3.0,1:28,88,Welterweight
2014-10-04,UFC Fight Night: MacDonald vs. Saffiedine,Chris Kelades,Paddy Holohan,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Flyweight
2014-10-04,UFC Fight Night: Nelson vs. Story,Nico Musoke,Alexander Yakovlev,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
2014-10-25,UFC 179: Aldo vs. Mendes 2,Yan Cabral,Naoyuki Kotani,Submission (rear-naked choke),-,def.,2.0,3:06,186,Lightweight
2014-10-25,UFC 179: Aldo vs. Mendes 2,Andre Fili,Felipe Arantes,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Featherweight
2014-10-25,UFC 179: Aldo vs. Mendes 2,Darren Elkins,Lucas Martins,"Decision (split) (27–30, 30–27, 30–27)",-,def.,3.0,5:00,300,Featherweight
2014-10-25,UFC 179: Aldo vs. Mendes 2,Neil Magny,William Macário,TKO (punches),-,def.,3.0,2:40,160,Welterweight
2014-10-25,UFC 179: Aldo vs. Mendes 2,Wilson Reis,Scott Jorgensen,Submission (arm-triangle choke),-,def.,1.0,3:28,208,Catchweight (128 lbs)
2014-10-25,UFC 179: Aldo vs. Mendes 2,Gilbert Burns,Christos Giagos,Submission (armbar),-,def.,1.0,4:57,297,Lightweight
2014-10-25,UFC 179: Aldo vs. Mendes 2,Tony Martin,Fabrício Camões,Submission (kimura),-,def.,1.0,4:16,256,Catchweight (158 lbs)
2014-10-25,UFC 179: Aldo vs. Mendes 2,José Aldo (c),Chad Mendes,"Decision (unanimous) (49–46,  49–46, 49–46)",[a],def.,5.0,5:00,300,Featherweight
2014-10-25,UFC 179: Aldo vs. Mendes 2,Phil Davis,Glover Teixeira,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Light Heavyweight
2014-10-25,UFC 179: Aldo vs. Mendes 2,Beneil Dariush,Carlos Diego Ferreira,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2014-10-25,UFC 179: Aldo vs. Mendes 2,Fábio Maldonado,Hans Stringer,TKO (punches),-,def.,2.0,4:06,246,Light Heavyweight
2014-11-08,UFC Fight Night: Rockhold vs. Bisping,Chris Clements,Vik Grujic,TKO (punches),-,def.,1.0,3:06,186,Welterweight
2014-11-08,UFC Fight Night: Rockhold vs. Bisping,Al Iaquinta,Ross Pearson,TKO (punches),-,def.,2.0,1:39,99,Lightweight
2014-11-08,UFC Fight Night: Rockhold vs. Bisping,Luke Rockhold,Michael Bisping,Submission (guillotine choke),-,def.,2.0,0:57,57,Middleweight
2014-11-08,UFC Fight Night: Rockhold vs. Bisping,Dan Kelly,Luke Zachrich,Submission (kimura),-,def.,1.0,4:27,267,Middleweight
2014-11-08,UFC Fight Night: Rockhold vs. Bisping,Louis Smolka,Richie Vaculik,TKO (side kick and punches),[a],def.,3.0,0:18,18,Flyweight
2014-11-08,UFC Fight Night: Rockhold vs. Bisping,Anthony Perosh,Guto Inocente,Submission (rear-naked choke),-,def.,1.0,3:46,226,Light Heavyweight
2014-11-08,UFC Fight Night: Rockhold vs. Bisping,Jake Matthews,Vagner Rocha,Technical Submission (rear-naked choke),-,def.,2.0,1:52,112,Lightweight
2014-11-08,UFC Fight Night: Rockhold vs. Bisping,Soa Palelei,Walt Harris,TKO (punches),-,def.,2.0,4:49,289,Heavyweight
2014-11-08,UFC Fight Night: Rockhold vs. Bisping,Robert Whittaker,Clint Hester,TKO (knee and punches),-,def.,2.0,2:43,163,Middleweight
2014-11-08,UFC Fight Night: Shogun vs. Saint Preux,Diego Rivas,Rodolfo Rubio,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Featherweight
2014-11-08,UFC Fight Night: Rockhold vs. Bisping,Sam Alvey,Dylan Andrews,KO (punches),-,def.,1.0,2:16,136,Middleweight
2014-11-08,UFC Fight Night: Shogun vs. Saint Preux,Colby Covington,Wagner Silva,Submission (rear-naked choke),-,def.,3.0,3:26,206,Welterweight
2014-11-08,UFC Fight Night: Shogun vs. Saint Preux,Thomas Almeida,Tim Gorman,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2014-11-08,UFC Fight Night: Shogun vs. Saint Preux,Leandro Silva,Charlie Brenneman,Submission (rear-naked choke),-,def.,1.0,4:15,255,Lightweight
2014-11-08,UFC Fight Night: Shogun vs. Saint Preux,Caio Magalhães,Trevor Smith,KO (knee and punches),-,def.,1.0,0:31,31,Middleweight
2014-11-08,UFC Fight Night: Shogun vs. Saint Preux,Dhiego Lima,Jorge de Oliveira,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
2014-11-08,UFC Fight Night: Shogun vs. Saint Preux,Cláudio Silva,Leon Edwards,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2014-11-08,UFC Fight Night: Shogun vs. Saint Preux,Warlley Alves,Alan Jouban,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2014-11-08,UFC Fight Night: Shogun vs. Saint Preux,Ovince Saint Preux,Maurício Rua,TKO (skateboard),-,def.,1.0,0:34,34,Light Heavyweight
2014-11-08,UFC Fight Night: Shogun vs. Saint Preux,Juliana Lima,Nina Ansaroff,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2014-11-08,UFC Fight Night: Rockhold vs. Bisping,Marcus Brimage,Jumabieke Tuerxun,KO (head kick),-,def.,1.0,2:58,178,Bantamweight
2014-11-15,UFC 180: Werdum vs. Hunt,Yair Rodríguez,Leonardo Morales,"Decision (unanimous) (29–28, 29–28, 29–28)",[b],def.,3.0,5:00,300,Featherweight
2014-11-15,UFC 180: Werdum vs. Hunt,Marco Beltrán,Marlon Vera,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2014-11-15,UFC 180: Werdum vs. Hunt,Gabriel Benítez,Humberto Brown,Technical Submission (standing guillotine choke),[d],def.,3.0,0:30,30,Featherweight
2014-11-15,UFC 180: Werdum vs. Hunt,Alejandro Pérez,José Alberto Quiñónez,"Decision (unanimous) (29–26, 29–26, 28–27)",[c],def.,3.0,5:00,300,Bantamweight
2014-11-15,UFC 180: Werdum vs. Hunt,Henry Briones,Guido Cannetti,Submission (rear-naked choke),-,def.,2.0,1:44,104,Bantamweight
2014-11-15,UFC 180: Werdum vs. Hunt,Jessica Eye,Leslie Smith,TKO (doctor stoppage),-,def.,2.0,1:30,90,Women's Bantamweight
2014-11-15,UFC 180: Werdum vs. Hunt,Augusto Montaño,Chris Heatherly,TKO (knees),-,def.,1.0,4:50,290,Welterweight
2014-11-15,UFC 180: Werdum vs. Hunt,Kelvin Gastelum,Jake Ellenberger,Submission (rear-naked choke),-,def.,1.0,4:46,286,Welterweight
2014-11-15,UFC 180: Werdum vs. Hunt,Fabrício Werdum,Mark Hunt,TKO (flying knee and punches),[a],def.,2.0,2:27,147,Heavyweight
2014-11-15,UFC 180: Werdum vs. Hunt,Ricardo Lamas,Dennis Bermudez,Submission (guillotine choke),-,def.,1.0,3:18,198,Featherweight
2014-11-15,UFC 180: Werdum vs. Hunt,Héctor Urbina,Edgar García,Submission (guillotine choke),-,def.,1.0,3:38,218,Welterweight
2014-11-22,UFC Fight Night: Edgar vs. Swanson,Roger Narvaez,Luke Barnatt,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Middleweight
2014-11-22,UFC Fight Night: Edgar vs. Swanson,Doo Ho Choi,Juan Puig,TKO (punches),-,def.,1.0,0:18,18,Featherweight
2014-11-22,UFC Fight Night: Edgar vs. Swanson,Paige VanZant,Kailin Curran,TKO (punches),-,def.,3.0,2:54,174,Women's Strawweight
2014-11-22,UFC Fight Night: Edgar vs. Swanson,Akbarh Arreola,Yves Edwards,Submission (armbar),-,def.,1.0,1:52,112,Lightweight
2014-11-22,UFC Fight Night: Edgar vs. Swanson,James Vick,Nick Hein,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2014-11-22,UFC Fight Night: Edgar vs. Swanson,Ruslan Magomedov,Josh Copeland,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Heavyweight
2014-11-22,UFC Fight Night: Edgar vs. Swanson,Aleksei Oleinik,Jared Rosholt,KO (punches),-,def.,1.0,3:21,201,Heavyweight
2014-11-22,UFC Fight Night: Edgar vs. Swanson,Matt Wiman,Isaac Vallie-Flagg,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2014-11-22,UFC Fight Night: Edgar vs. Swanson,Joseph Benavidez,Dustin Ortiz,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Flyweight
2014-11-22,UFC Fight Night: Edgar vs. Swanson,Chico Camus,Brad Pickett,"Decision (split) (29–28, 27–30, 29–28)",-,def.,3.0,5:00,300,Flyweight
2014-11-22,UFC Fight Night: Edgar vs. Swanson,Edson Barboza,Bobby Green,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2014-11-22,UFC Fight Night: Edgar vs. Swanson,Frankie Edgar,Cub Swanson,Submission (rear-naked choke),-,def.,5.0,4:56,296,Featherweight
2014-12-06,UFC 181: Hendricks vs. Lawler II,Urijah Faber,Francisco Rivera,Submission (bulldog choke),-,def.,2.0,1:34,94,Bantamweight
2014-12-06,UFC 181: Hendricks vs. Lawler II,Josh Samman,Eddie Gordon,KO (head kick),-,def.,2.0,3:08,188,Middleweight
2014-12-06,UFC 181: Hendricks vs. Lawler II,Clay Collard,Alex White,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Featherweight
2014-12-06,UFC 181: Hendricks vs. Lawler II,Sergio Pettis,Matt Hobar,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Bantamweight
2014-12-06,UFC 181: Hendricks vs. Lawler II,Raquel Pennington,Ashlee Evans-Smith,Technical Submission (bulldog choke),[c],def.,1.0,4:59,299,Women's Bantamweight
2014-12-06,UFC 181: Hendricks vs. Lawler II,Todd Duffee,Anthony Hamilton,KO (punch),-,def.,1.0,0:33,33,Heavyweight
2014-12-06,UFC 181: Hendricks vs. Lawler II,Corey Anderson,Justin Jones,"Decision (unanimous) (30–27, 30–27, 30–26)",-,def.,3.0,5:00,300,Light Heavyweight
2014-12-06,UFC 181: Hendricks vs. Lawler II,Travis Browne,Brendan Schaub,TKO (punches),-,def.,1.0,4:50,290,Heavyweight
2014-12-06,UFC 181: Hendricks vs. Lawler II,Anthony Pettis (c),Gilbert Melendez,Submission (guillotine choke),[b],def.,2.0,1:53,113,Lightweight
2014-12-06,UFC 181: Hendricks vs. Lawler II,Robbie Lawler,Johny Hendricks (c),"Decision (split) (48–47, 47–48, 49–46)",[a],def.,5.0,5:00,300,Welterweight
2014-12-06,UFC 181: Hendricks vs. Lawler II,Tony Ferguson,Abel Trujillo,Submission (rear-naked choke),-,def.,2.0,4:19,259,Lightweight
2014-12-12,The Ultimate Fighter: A Champion Will Be Crowned Finale,Joanne Calderwood,Seo Hee Ham,"Decision (unanimous) (30–27, 30–27, 30–26)",-,def.,3.0,5:00,300,Women's Strawweight
2014-12-12,The Ultimate Fighter: A Champion Will Be Crowned Finale,Felice Herrig,Lisa Ellis,Submission (armbar),-,def.,2.0,3:05,185,Women's Strawweight
2014-12-12,The Ultimate Fighter: A Champion Will Be Crowned Finale,Angela Hill,Emily Kagan,"Decision (unanimous) (30–26, 30–26, 30–27)",-,def.,3.0,5:00,300,Women's Strawweight
2014-12-12,The Ultimate Fighter: A Champion Will Be Crowned Finale,Aisling Daly,Alex Chambers,Submission (armbar),-,def.,1.0,4:53,293,Catchweight (118 lbs)
2014-12-12,The Ultimate Fighter: A Champion Will Be Crowned Finale,Tecia Torres,Angela Magaña,"Decision (unanimous) (30–27, 30–27, 30–26)",-,def.,3.0,5:00,300,Women's Strawweight
2014-12-12,The Ultimate Fighter: A Champion Will Be Crowned Finale,Heather Jo Clark,Bec Rawlings,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2014-12-12,The Ultimate Fighter: A Champion Will Be Crowned Finale,K.J. Noons,Daron Cruickshank,No Contest (accidental eye poke),[b],vs.,2.0,0:25,25,Lightweight
2014-12-12,The Ultimate Fighter: A Champion Will Be Crowned Finale,Charles Oliveira,Jeremy Stephens,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Catchweight (146.5 lbs)
2014-12-12,The Ultimate Fighter: A Champion Will Be Crowned Finale,Carla Esparza,Rose Namajunas,Submission (rear-naked choke),[a],def.,3.0,1:26,86,Women's Strawweight
2014-12-12,The Ultimate Fighter: A Champion Will Be Crowned Finale,Jessica Penne,Randa Markos,"Decision (split) (28–29, 30–27, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2014-12-12,The Ultimate Fighter: A Champion Will Be Crowned Finale,Yancy Medeiros,Joe Proctor,Submission (guillotine choke),-,def.,1.0,4:37,277,Lightweight
2014-12-13,UFC on Fox: dos Santos vs. Miocic,Ben Saunders,Joe Riggs,Submission (neck injury),-,def.,1.0,0:57,57,Welterweight
2014-12-13,UFC on Fox: dos Santos vs. Miocic,John Moraga,Willie Gates,Submission (rear-naked choke),-,def.,3.0,4:06,246,Flyweight
2014-12-13,UFC on Fox: dos Santos vs. Miocic,Ian Entwistle,Anthony Birchak,Submission (heel hook),[a],def.,1.0,1:04,64,Bantamweight
2014-12-13,UFC on Fox: dos Santos vs. Miocic,Henry Cejudo,Dustin Kimura,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Bantamweight
2014-12-13,UFC on Fox: dos Santos vs. Miocic,David Michaud,Garett Whiteley,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Lightweight
2014-12-13,UFC on Fox: dos Santos vs. Miocic,Bryan Barberena,Joe Ellenberger,TKO (elbows and punches),-,def.,3.0,3:24,204,Lightweight
2014-12-13,UFC on Fox: dos Santos vs. Miocic,Matt Mitrione,Gabriel Gonzaga,TKO (punches),-,def.,1.0,1:59,119,Heavyweight
2014-12-13,UFC on Fox: dos Santos vs. Miocic,Alistair Overeem,Stefan Struve,KO (punches),-,def.,1.0,4:13,253,Heavyweight
2014-12-13,UFC on Fox: dos Santos vs. Miocic,Rafael dos Anjos,Nate Diaz,"Decision (unanimous) (30–26, 30–26, 30–27)",-,def.,3.0,5:00,300,Catchweight (160.6 lbs)
2014-12-13,UFC on Fox: dos Santos vs. Miocic,Junior dos Santos,Stipe Miocic,"Decision (unanimous) (48–47, 49–46, 49–46)",-,def.,5.0,5:00,300,Heavyweight
2014-12-13,UFC on Fox: dos Santos vs. Miocic,Drew Dober,Jamie Varner,Submission (rear-naked choke),-,def.,1.0,1:52,112,Lightweight
2014-12-13,UFC on Fox: dos Santos vs. Miocic,Joanna Jędrzejczyk,Cláudia Gadelha,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2014-12-20,UFC Fight Night: Machida vs. Dollaway,Leandro Issa,Yuta Sasaki,Submission (rear-naked choke),-,def.,2.0,4:13,253,Bantamweight
2014-12-20,UFC Fight Night: Machida vs. Dollaway,Hacran Dias,Darren Elkins,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Featherweight
2014-12-20,UFC Fight Night: Machida vs. Dollaway,Daniel Sarafian,Antônio dos Santos Jr.,TKO (finger injury),-,def.,2.0,1:01,61,Middleweight
2014-12-20,UFC Fight Night: Machida vs. Dollaway,Tim Means,Márcio Alexandre Jr.,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2014-12-20,UFC Fight Night: Machida vs. Dollaway,Marcos Rogério de Lima,Igor Pokrajac,TKO (punches),-,def.,1.0,1:59,119,Light Heavyweight
2014-12-20,UFC Fight Night: Machida vs. Dollaway,Renato Moicano,Tom Niinimäki,Submission (rear-naked choke),-,def.,2.0,3:30,210,Featherweight
2014-12-20,UFC Fight Night: Machida vs. Dollaway,Renan Barão,Mitch Gagnon,Submission (arm-triangle choke),-,def.,3.0,3:53,233,Bantamweight
2014-12-20,UFC Fight Night: Machida vs. Dollaway,Erick Silva,Mike Rhodes,Technical Submission (arm-triangle choke),-,def.,1.0,1:15,75,Welterweight
2014-12-20,UFC Fight Night: Machida vs. Dollaway,Vitor Miranda,Jake Collier,KO (head kick and punches),-,def.,1.0,4:59,299,Middleweight
2014-12-20,UFC Fight Night: Machida vs. Dollaway,Patrick Cummins,Antônio Carlos Júnior,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Light Heavyweight
2014-12-20,UFC Fight Night: Machida vs. Dollaway,Lyoto Machida,C.B. Dollaway,TKO (body kick and punches),-,def.,1.0,1:02,62,Middleweight
2014-12-20,UFC Fight Night: Machida vs. Dollaway,Rashid Magomedov,Elias Silvério,TKO (punches),-,def.,3.0,4:57,297,Lightweight
2015-01-03,UFC 182: Jones vs. Cormier,Marion Reneau,Alexis Dufresne,"Decision (unanimous) (30–26, 30–26, 30–25)",-,def.,3.0,5:00,300,Catchweight (138 lbs)
2015-01-03,UFC 182: Jones vs. Cormier,Omari Akhmedov,Mats Nilsson,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2015-01-03,UFC 182: Jones vs. Cormier,Evan Dunham,Rodrigo Damm,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2015-01-03,UFC 182: Jones vs. Cormier,Cody Garbrandt,Marcus Brimage,TKO (punches),-,def.,3.0,4:50,290,Bantamweight
2015-01-03,UFC 182: Jones vs. Cormier,Shawn Jordan,Jared Cannonier,KO (punches),-,def.,1.0,2:57,177,Heavyweight
2015-01-03,UFC 182: Jones vs. Cormier,Kyoji Horiguchi,Louis Gaudinot,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Flyweight
2015-01-03,UFC 182: Jones vs. Cormier,Brad Tavares,Nate Marquardt,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Middleweight
2015-01-03,UFC 182: Jones vs. Cormier,Donald Cerrone,Myles Jury,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2015-01-03,UFC 182: Jones vs. Cormier,Jon Jones (c),Daniel Cormier,"Decision (unanimous) (49–46, 49–46, 49–46)",[a],def.,5.0,5:00,300,Light Heavyweight
2015-01-03,UFC 182: Jones vs. Cormier,Hector Lombard,Josh Burkman,No Contest (overturned),[b],vs.,3.0,5:00,300,Welterweight
2015-01-03,UFC 182: Jones vs. Cormier,Paul Felder,Danny Castillo,KO (spinning back fist),-,def.,2.0,2:09,129,Lightweight
2015-01-18,UFC Fight Night: McGregor vs. Siver,Lorenz Larkin,John Howard,TKO (punches),-,def.,1.0,2:17,137,Welterweight
2015-01-18,UFC Fight Night: McGregor vs. Siver,Chris Wade,Zhang Lipeng,"Decision (unanimous) (30–26, 30–26, 30–26)",[a],def.,3.0,5:00,300,Lightweight
2015-01-18,UFC Fight Night: McGregor vs. Siver,Sean O'Connell,Matt Van Buren,TKO (punches),-,def.,3.0,2:11,131,Light Heavyweight
2015-01-18,UFC Fight Night: McGregor vs. Siver,Charles Rosa,Sean Soriano,Submission (D'Arce choke),-,def.,3.0,4:43,283,Featherweight
2015-01-18,UFC Fight Night: McGregor vs. Siver,Johnny Case,Frankie Perez,TKO (elbows and punches),-,def.,3.0,1:54,114,Lightweight
2015-01-18,UFC Fight Night: McGregor vs. Siver,Paddy Holohan,Shane Howell,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Flyweight
2015-01-18,UFC Fight Night: McGregor vs. Siver,Conor McGregor,Dennis Siver,TKO (punches),-,def.,2.0,1:54,114,Featherweight
2015-01-18,UFC Fight Night: McGregor vs. Siver,Gleison Tibau,Norman Parke,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Lightweight
2015-01-18,UFC Fight Night: McGregor vs. Siver,Uriah Hall,Ron Stallings,TKO (doctor stoppage),-,def.,1.0,3:37,217,Middleweight
2015-01-18,UFC Fight Night: McGregor vs. Siver,Donald Cerrone,Benson Henderson,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
