Date,Event,Fighter1,Fighter2,Method,Note,Result,Round,Time,Time (secs),Weight class
2015-01-18,UFC Fight Night: McGregor vs. Siver,Joby Sanchez,Tateki Matsuda,"Decision (split) (29–28, 28–29, 30–27)",-,def.,3.0,5:00,300,Flyweight
2015-01-18,UFC Fight Night: McGregor vs. Siver,Cathal Pendred,Sean Spencer,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
2015-01-24,UFC on Fox: Gustafsson vs. Johnson,Makwan Amirkhani,Andy Ogle,TKO (flying knee and punches),-,def.,1.0,0:08,8,Featherweight
2015-01-24,UFC on Fox: Gustafsson vs. Johnson,Viktor Pešta,Konstantin Erokhin,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Heavyweight
2015-01-24,UFC on Fox: Gustafsson vs. Johnson,Mairbek Taisumov,Anthony Christodoulou,KO (punches),-,def.,2.0,0:38,38,Lightweight
2015-01-24,UFC on Fox: Gustafsson vs. Johnson,Mirsad Bektić,Paul Redmond,"Decision (unanimous) (30–27, 30–27, 30–25)",-,def.,3.0,5:00,300,Catchweight (149 lbs)
2015-01-24,UFC on Fox: Gustafsson vs. Johnson,Neil Seery,Chris Beal,"Decision (unanimous) (29–28, 30–27, 29–28)",-,def.,3.0,5:00,300,Flyweight
2015-01-24,UFC on Fox: Gustafsson vs. Johnson,Nikita Krylov,Stanislav Nedkov,Submission (standing guillotine choke),-,def.,1.0,1:24,84,Light Heavyweight
2015-01-24,UFC on Fox: Gustafsson vs. Johnson,Sam Sicilia,Akira Corassani,KO (punch),-,def.,1.0,3:26,206,Featherweight
2015-01-24,UFC on Fox: Gustafsson vs. Johnson,Albert Tumenov,Nico Musoke,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2015-01-24,UFC on Fox: Gustafsson vs. Johnson,Gegard Mousasi,Dan Henderson,TKO (punches),-,def.,1.0,1:10,70,Middleweight
2015-01-24,UFC on Fox: Gustafsson vs. Johnson,Ryan Bader,Phil Davis,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
2015-01-24,UFC on Fox: Gustafsson vs. Johnson,Anthony Johnson,Alexander Gustafsson,TKO (punches),[a],def.,1.0,2:15,135,Light Heavyweight
2015-01-24,UFC on Fox: Gustafsson vs. Johnson,Kenny Robertson,Sultan Aliev,TKO (punches),-,def.,1.0,2:42,162,Welterweight
2015-01-31,UFC 183: Silva vs. Diaz,Derek Brunson,Ed Herman,TKO (punches),-,def.,1.0,0:36,36,Middleweight
2015-01-31,UFC 183: Silva vs. Diaz,Miesha Tate,Sara McMann,"Decision (majority) (29–28, 29–27, 28–28)",-,def.,3.0,5:00,300,Women's Bantamweight
2015-01-31,UFC 183: Silva vs. Diaz,Thiago Santos,Andy Enz,TKO (punches),-,def.,1.0,1:56,116,Middleweight
2015-01-31,UFC 183: Silva vs. Diaz,Ildemar Alcântara,Richardson Moreira,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Middleweight
2015-01-31,UFC 183: Silva vs. Diaz,Rafael Natal,Tom Watson,"Decision (unanimous) (30–27, 30–27, 30–26)",-,def.,3.0,5:00,300,Middleweight
2015-01-31,UFC 183: Silva vs. Diaz,Al Iaquinta,Joe Lauzon,TKO (punches),-,def.,2.0,3:34,214,Lightweight
2015-01-31,UFC 183: Silva vs. Diaz,John Lineker,Ian McCall,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Catchweight (130 lbs)
2015-01-31,UFC 183: Silva vs. Diaz,Tyron Woodley,Kelvin Gastelum,"Decision (split) (28–29, 29–28, 30–27)",-,def.,3.0,5:00,300,Catchweight (180 lbs)
2015-01-31,UFC 183: Silva vs. Diaz,Anderson Silva,Nick Diaz,No Contest (overturned),[a],vs.,5.0,5:00,300,Middleweight
2015-01-31,UFC 183: Silva vs. Diaz,Thales Leites,Tim Boetsch,Technical Submission (arm-triangle choke),-,def.,2.0,3:45,225,Middleweight
2015-01-31,UFC 183: Silva vs. Diaz,Thiago Alves,Jordan Mein,TKO (body kick),-,def.,2.0,0:39,39,Welterweight
2015-02-14,UFC Fight Night: Henderson vs. Thatch,Chas Skelly,Jim Alers,TKO (punches and knee),-,def.,2.0,4:59,299,Featherweight
2015-02-14,UFC Fight Night: Henderson vs. Thatch,Kevin Lee,Michel Prazeres,"Decision (unanimous) (30–27, 29–28, 30–27)",-,def.,3.0,5:00,300,Lightweight
2015-02-14,UFC Fight Night: Henderson vs. Thatch,James Moontasri,Cody Pfister,Submission (rear-naked choke),-,def.,2.0,1:49,109,Catchweight (158 lbs)
2015-02-14,UFC Fight Night: Henderson vs. Thatch,Zach Makovsky,Tim Elliott,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Flyweight
2015-02-14,UFC Fight Night: Henderson vs. Thatch,Efrain Escudero,Rodrigo de Lima,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2015-02-14,UFC Fight Night: Henderson vs. Thatch,Ray Borg,Chris Kelades,Submission (kimura),-,def.,3.0,2:56,176,Flyweight
2015-02-14,UFC Fight Night: Henderson vs. Thatch,Max Holloway,Cole Miller,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Featherweight
2015-02-14,UFC Fight Night: Henderson vs. Thatch,Benson Henderson,Brandon Thatch,Submission (rear-naked choke),-,def.,4.0,3:58,238,Welterweight
2015-02-14,UFC Fight Night: Henderson vs. Thatch,Dan Kelly,Patrick Walsh,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Catchweight (191.5 lbs)
2015-02-14,UFC Fight Night: Henderson vs. Thatch,Neil Magny,Kiichi Kunimoto,Submission (rear-naked choke),-,def.,3.0,1:22,82,Welterweight
2015-02-22,UFC Fight Night: Bigfoot vs. Mir,Matt Dwyer,William Macário,KO (superman punch),-,def.,1.0,3:14,194,Welterweight
2015-02-22,UFC Fight Night: Bigfoot vs. Mir,Marion Reneau,Jéssica Andrade,Submission (triangle choke),-,def.,1.0,1:54,114,Women's Bantamweight
2015-02-22,UFC Fight Night: Bigfoot vs. Mir,Ivan Jorge,Josh Shockley,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2015-02-22,UFC Fight Night: Bigfoot vs. Mir,Douglas Silva de Andrade,Cody Gibson,"Decision (unanimous) (29–28, 30–27, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2015-02-22,UFC Fight Night: Bigfoot vs. Mir,Santiago Ponzinibbio,Sean Strickland,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
2015-02-22,UFC Fight Night: Bigfoot vs. Mir,Mike De La Torre,Tiago Trator,TKO (punches),-,def.,1.0,2:59,179,Featherweight
2015-02-22,UFC Fight Night: Bigfoot vs. Mir,Sam Alvey,Cezar Ferreira,KO (punches),-,def.,1.0,3:34,214,Middleweight
2015-02-22,UFC Fight Night: Bigfoot vs. Mir,Michael Johnson,Edson Barboza,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2015-02-22,UFC Fight Night: Bigfoot vs. Mir,Frank Mir,Antônio Silva,KO (punch and elbows),-,def.,1.0,1:40,100,Heavyweight
2015-02-22,UFC Fight Night: Bigfoot vs. Mir,Frankie Saenz,Iuri Alcântara,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2015-02-22,UFC Fight Night: Bigfoot vs. Mir,Adriano Martins,Rustam Khabilov,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Lightweight
2015-02-28,UFC 184: Rousey vs. Zingano,Roan Carneiro,Mark Muñoz,Technical Submission (rear-naked choke),-,def.,1.0,1:40,100,Middleweight
2015-02-28,UFC 184: Rousey vs. Zingano,Roman Salazar,Norifumi Yamamoto,No Contest (accidental eye poke),[b],vs.,2.0,2:37,157,Bantamweight
2015-02-28,UFC 184: Rousey vs. Zingano,Masio Fullen,Alex Torres,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Featherweight
2015-02-28,UFC 184: Rousey vs. Zingano,Valmir Lázaro,James Krause,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Lightweight
2015-02-28,UFC 184: Rousey vs. Zingano,Derrick Lewis,Ruan Potts,TKO (punches),-,def.,2.0,3:18,198,Heavyweight
2015-02-28,UFC 184: Rousey vs. Zingano,Holly Holm,Raquel Pennington,"Decision (split) (29–28, 28–29, 30–27)",-,def.,3.0,5:00,300,Women's Bantamweight
2015-02-28,UFC 184: Rousey vs. Zingano,Ronda Rousey (c),Cat Zingano,Submission (straight armbar),[a],def.,1.0,0:14,14,Women's Bantamweight
2015-02-28,UFC 184: Rousey vs. Zingano,Jake Ellenberger,Josh Koscheck,Submission (north-south choke),-,def.,2.0,4:20,260,Welterweight
2015-02-28,UFC 184: Rousey vs. Zingano,Tony Ferguson,Gleison Tibau,Submission (rear-naked choke),-,def.,1.0,2:37,157,Lightweight
2015-02-28,UFC 184: Rousey vs. Zingano,Alan Jouban,Richard Walsh,KO (elbow and punches),-,def.,1.0,2:19,139,Welterweight
2015-02-28,UFC 184: Rousey vs. Zingano,Tim Means,Dhiego Lima,TKO (punches),-,def.,1.0,2:17,137,Welterweight
2015-03-14,UFC 185: Pettis vs. dos Anjos,Jared Rosholt,Josh Copeland,TKO (punches),-,def.,3.0,3:12,192,Heavyweight
2015-03-14,UFC 185: Pettis vs. dos Anjos,Joseph Duffy,Jake Lindsey,TKO (head kick and body punch),-,def.,1.0,1:47,107,Lightweight
2015-03-14,UFC 185: Pettis vs. dos Anjos,Beneil Dariush,Daron Cruickshank,Submission (rear-naked choke),-,def.,2.0,2:48,168,Catchweight (157 lbs)
2015-03-14,UFC 185: Pettis vs. dos Anjos,Elias Theodorou,Roger Narvaez,TKO (punches),-,def.,2.0,4:07,247,Middleweight
2015-03-14,UFC 185: Pettis vs. dos Anjos,Germaine de Randamie,Larissa Pacheco,TKO (punches),-,def.,2.0,2:02,122,Women's Bantamweight
2015-03-14,UFC 185: Pettis vs. dos Anjos,Ryan Benoit,Sergio Pettis,TKO (punches),-,def.,2.0,1:34,94,Flyweight
2015-03-14,UFC 185: Pettis vs. dos Anjos,Ross Pearson,Sam Stout,KO (punches),-,def.,2.0,1:33,93,Lightweight
2015-03-14,UFC 185: Pettis vs. dos Anjos,Rafael dos Anjos,Anthony Pettis (c),"Decision (unanimous) (50–45, 50–45, 50–45)",[a],def.,5.0,5:00,300,Lightweight
2015-03-14,UFC 185: Pettis vs. dos Anjos,Henry Cejudo,Chris Cariaso,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Flyweight
2015-03-14,UFC 185: Pettis vs. dos Anjos,Johny Hendricks,Matt Brown,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
2015-03-14,UFC 185: Pettis vs. dos Anjos,Alistair Overeem,Roy Nelson,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Heavyweight
2015-03-14,UFC 185: Pettis vs. dos Anjos,Joanna Jędrzejczyk,Carla Esparza (c),TKO (punches),[b],def.,2.0,4:17,257,Women's Strawweight
2015-03-21,UFC Fight Night: Maia vs. LaFlare,Kevin Souza,Katsunori Kikuno,KO (punch),-,def.,1.0,1:31,91,Featherweight
2015-03-21,UFC Fight Night: Maia vs. LaFlare,Godofredo Pepey,Andre Fili,Submission (flying triangle choke),-,def.,1.0,3:14,194,Featherweight
2015-03-21,UFC Fight Night: Maia vs. LaFlare,Fredy Serrano,Bentley Syler,KO (punch),-,def.,3.0,1:34,94,Flyweight
2015-03-21,UFC Fight Night: Maia vs. LaFlare,Christos Giagos,Jorge de Oliveira,Submission (rear-naked choke),-,def.,1.0,3:12,192,Lightweight
2015-03-21,UFC Fight Night: Maia vs. LaFlare,Leonardo Mafra,Cain Carrizosa,"Decision (unanimous) (30–26, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2015-03-21,UFC Fight Night: Maia vs. LaFlare,Leandro Silva,Drew Dober,No Contest (overturned),[b],vs.,2.0,2:45,165,Lightweight
2015-03-21,UFC Fight Night: Maia vs. LaFlare,Gilbert Burns,Alex Oliveira,Submission (armbar),-,def.,3.0,4:14,254,Lightweight
2015-03-21,UFC Fight Night: Maia vs. LaFlare,Amanda Nunes,Shayna Baszler,TKO (leg kick),-,def.,1.0,1:56,116,Women's Bantamweight
2015-03-21,UFC Fight Night: Maia vs. LaFlare,Leonardo Santos,Tony Martin,Submission (rear-naked choke),-,def.,2.0,2:29,149,Lightweight
2015-03-21,UFC Fight Night: Maia vs. LaFlare,Erick Silva,Josh Koscheck,Submission (guillotine choke),-,def.,1.0,4:21,261,Welterweight
2015-03-21,UFC Fight Night: Maia vs. LaFlare,Demian Maia,Ryan LaFlare,"Decision (unanimous) (48–46, 48–46, 48–46)",[a],def.,5.0,5:00,300,Welterweight
2015-03-21,UFC Fight Night: Maia vs. LaFlare,Francisco Trinaldo,Akbarh Arreola,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2015-04-04,UFC Fight Night: Mendes vs. Lamas,Alexander Yakovlev,Gray Maynard,"Decision (unanimous) (30–27, 29–28, 30–27)",-,def.,3.0,5:00,300,Lightweight
2015-04-04,UFC Fight Night: Mendes vs. Lamas,Timothy Johnson,Shamil Abdurakhimov,TKO (punches),[a],def.,1.0,4:57,297,Heavyweight
2015-04-04,UFC Fight Night: Mendes vs. Lamas,Dustin Poirier,Carlos Diego Ferreira,KO (punches),-,def.,1.0,3:45,225,Lightweight
2015-04-04,UFC Fight Night: Mendes vs. Lamas,Ron Stallings,Justin Jones,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Middleweight
2015-04-04,UFC Fight Night: Mendes vs. Lamas,Liz Carmouche,Lauren Murphy,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Bantamweight
2015-04-04,UFC Fight Night: Mendes vs. Lamas,Al Iaquinta,Jorge Masvidal,"Decision (split) (29–28, 27–30, 29–28)",-,def.,3.0,5:00,300,Lightweight
2015-04-04,UFC Fight Night: Mendes vs. Lamas,Michael Chiesa,Mitch Clarke,"Decision (unanimous) (29–26, 29–26, 29–28)",-,def.,3.0,5:00,300,Lightweight
2015-04-04,UFC Fight Night: Mendes vs. Lamas,Clay Guida,Robbie Peralta,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Featherweight
2015-04-04,UFC Fight Night: Mendes vs. Lamas,Julianna Peña,Milana Dudieva,TKO (punches and elbows),-,def.,1.0,3:59,239,Women's Bantamweight
2015-04-04,UFC Fight Night: Mendes vs. Lamas,Chad Mendes,Ricardo Lamas,TKO (punches),-,def.,1.0,2:45,165,Featherweight
2015-04-11,UFC Fight Night: Gonzaga vs. Cro Cop 2,Yaotzin Meza,Damian Stasiak,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Featherweight
2015-04-11,UFC Fight Night: Gonzaga vs. Cro Cop 2,Bartosz Fabiński,Garreth McLellan,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Middleweight
2015-04-11,UFC Fight Night: Gonzaga vs. Cro Cop 2,Stevie Ray,Marcin Bandel,TKO (punches),-,def.,2.0,1:35,95,Lightweight
2015-04-11,UFC Fight Night: Gonzaga vs. Cro Cop 2,Aleksandra Albu,Izabela Badurek,Submission (guillotine choke),-,def.,2.0,3:34,214,Women's Strawweight
2015-04-11,UFC Fight Night: Gonzaga vs. Cro Cop 2,Anthony Hamilton,Daniel Omielańczuk,"Decision (unanimous) (29–28, 29–28, 29–27)",-,def.,3.0,5:00,300,Heavyweight
2015-04-11,UFC Fight Night: Gonzaga vs. Cro Cop 2,Sérgio Moraes,Mickaël Lebout,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2015-04-11,UFC Fight Night: Gonzaga vs. Cro Cop 2,Jimi Manuwa,Jan Błachowicz,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
2015-04-11,UFC Fight Night: Gonzaga vs. Cro Cop 2,Mirko Cro Cop,Gabriel Gonzaga,TKO (elbows and punches),-,def.,3.0,3:30,210,Heavyweight
2015-04-11,UFC Fight Night: Gonzaga vs. Cro Cop 2,Maryna Moroz,Joanne Calderwood,Submission (armbar),-,def.,1.0,1:30,90,Women's Strawweight
2015-04-11,UFC Fight Night: Gonzaga vs. Cro Cop 2,Pawel Pawlak,Sheldon Westcott,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2015-04-11,UFC Fight Night: Gonzaga vs. Cro Cop 2,Leon Edwards,Seth Baczynski,KO (punches),-,def.,1.0,0:08,8,Welterweight
2015-04-11,UFC Fight Night: Gonzaga vs. Cro Cop 2,Taylor Lapilus,Rocky Lee,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Featherweight
2015-04-18,UFC on Fox: Machida vs. Rockhold,Tim Means,George Sullivan,Submission (arm-triangle choke),-,def.,3.0,3:41,221,Welterweight
2015-04-18,UFC on Fox: Machida vs. Rockhold,Aljamain Sterling,Takeya Mizugaki,Submission (arm-triangle choke),-,def.,3.0,2:11,131,Bantamweight
2015-04-18,UFC on Fox: Machida vs. Rockhold,Ronaldo Souza,Chris Camozzi,Verbal Submission (armbar),-,def.,1.0,2:33,153,Middleweight
2015-04-18,UFC on Fox: Machida vs. Rockhold,Diego Brandão,Jimy Hettes,TKO (doctor stoppage),-,def.,1.0,5:00,300,Featherweight
2015-04-18,UFC on Fox: Machida vs. Rockhold,Gian Villante,Corey Anderson,TKO (punches),-,def.,3.0,4:18,258,Light Heavyweight
2015-04-18,UFC on Fox: Machida vs. Rockhold,Paige VanZant,Felice Herrig,"Decision (unanimous) (30–26, 29–27, 30–26)",-,def.,3.0,5:00,300,Women's Strawweight
2015-04-18,UFC on Fox: Machida vs. Rockhold,Beneil Dariush,Jim Miller,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2015-04-18,UFC on Fox: Machida vs. Rockhold,Max Holloway,Cub Swanson,Submission (guillotine choke),-,def.,3.0,3:58,238,Featherweight
2015-04-18,UFC on Fox: Machida vs. Rockhold,Ovince Saint Preux,Patrick Cummins,KO (punches),-,def.,1.0,4:54,294,Light Heavyweight
2015-04-18,UFC on Fox: Machida vs. Rockhold,Luke Rockhold,Lyoto Machida,Submission (rear-naked choke),-,def.,2.0,2:31,151,Middleweight
2015-04-18,UFC on Fox: Machida vs. Rockhold,Chris Dempsey,Eddie Gordon,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Middleweight
2015-04-25,UFC 186: Johnson vs. Horiguchi,Valérie Létourneau,Jessica Rakoczy,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Women's Strawweight
2015-04-25,UFC 186: Johnson vs. Horiguchi,Nordine Taleb,Chris Clements,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
2015-04-25,UFC 186: Johnson vs. Horiguchi,Olivier Aubin-Mercier,David Michaud,Submission (rear-naked choke),-,def.,3.0,3:24,204,Lightweight
2015-04-25,UFC 186: Johnson vs. Horiguchi,Chad Laprise,Bryan Barberena,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Lightweight
2015-04-25,UFC 186: Johnson vs. Horiguchi,Alexis Davis,Sarah Kaufman,Submission (armbar),-,def.,2.0,1:52,112,Women's Bantamweight
2015-04-25,UFC 186: Johnson vs. Horiguchi,Patrick Côté,Joe Riggs,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2015-04-25,UFC 186: Johnson vs. Horiguchi,Thomas Almeida,Yves Jabouin,TKO (punches),-,def.,1.0,4:18,258,Bantamweight
2015-04-25,UFC 186: Johnson vs. Horiguchi,John Makdessi,Shane Campbell,TKO (punches),-,def.,1.0,4:53,293,Catchweight (160 lbs)
2015-04-25,UFC 186: Johnson vs. Horiguchi,Michael Bisping,C.B. Dollaway,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Middleweight
2015-04-25,UFC 186: Johnson vs. Horiguchi,Quinton Jackson,Fábio Maldonado,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Catchweight (215 lbs)
2015-04-25,UFC 186: Johnson vs. Horiguchi,Demetrious Johnson (c),Kyoji Horiguchi,Submission (armbar),[a],def.,5.0,4:59,299,Flyweight
2015-04-25,UFC 186: Johnson vs. Horiguchi,Randa Markos,Aisling Daly,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2015-05-10,UFC Fight Night: Miocic vs. Hunt,Ben Nguyen,Alptekin Özkılıç,TKO (punches),-,def.,1.0,4:59,299,Flyweight
2015-05-10,UFC Fight Night: Miocic vs. Hunt,Alex Chambers,Kailin Curran,Submission (armbar),-,def.,3.0,3:15,195,Women's Strawweight
2015-05-10,UFC Fight Night: Miocic vs. Hunt,Brad Scott,Dylan Andrews,Submission (guillotine choke),-,def.,2.0,4:54,294,Middleweight
2015-05-10,UFC Fight Night: Miocic vs. Hunt,James Vick,Jake Matthews,Submission (guillotine choke),-,def.,1.0,4:53,293,Lightweight
2015-05-10,UFC Fight Night: Miocic vs. Hunt,Brendan O'Reilly,Vik Grujic,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2015-05-10,UFC Fight Night: Miocic vs. Hunt,Sam Alvey,Dan Kelly,TKO (punches),-,def.,1.0,0:49,49,Middleweight
2015-05-10,UFC Fight Night: Miocic vs. Hunt,Bec Rawlings,Lisa Ellis,Submission (rear-naked choke),-,def.,1.0,4:09,249,Women's Strawweight
2015-05-10,UFC Fight Night: Miocic vs. Hunt,Sean O'Connell,Anthony Perosh,TKO (punches),-,def.,1.0,0:56,56,Light Heavyweight
2015-05-10,UFC Fight Night: Miocic vs. Hunt,Dan Hooker,Hatsu Hioki,KO (head kick and punches),-,def.,2.0,4:13,253,Featherweight
2015-05-10,UFC Fight Night: Miocic vs. Hunt,Stipe Miocic,Mark Hunt,TKO (punches),-,def.,5.0,2:47,167,Heavyweight
2015-05-10,UFC Fight Night: Miocic vs. Hunt,Robert Whittaker,Brad Tavares,KO (punches),-,def.,1.0,0:44,44,Middleweight
2015-05-10,UFC Fight Night: Miocic vs. Hunt,Kyle Noke,Jonavin Webb,"Decision (split) (27–30, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2015-05-16,UFC Fight Night: Edgar vs. Faber,Phillipe Nover,Yui Chul Nam,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Featherweight
2015-05-16,UFC Fight Night: Edgar vs. Faber,Ning Guangyou,Royston Wee,TKO (punches and elbows),-,def.,2.0,4:59,299,Catchweight (137 lbs)
2015-05-16,UFC Fight Night: Edgar vs. Faber,Yao Zhikui,Nolan Ticman,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Flyweight
2015-05-16,UFC Fight Night: Edgar vs. Faber,Kajan Johnson,Zhang Lipeng,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2015-05-16,UFC Fight Night: Edgar vs. Faber,Li Jingliang,Dhiego Lima,KO (punches),-,def.,1.0,1:25,85,Welterweight
2015-05-16,UFC Fight Night: Edgar vs. Faber,Jon Delos Reyes,Roldan Sangcha-an,Submission (rear-naked choke),-,def.,2.0,3:13,193,Flyweight
2015-05-16,UFC Fight Night: Edgar vs. Faber,Jon Tuck,Tae Hyun Bang,Submission (rear-naked choke),-,def.,1.0,3:56,236,Lightweight
2015-05-16,UFC Fight Night: Edgar vs. Faber,Levan Makashvili,Mark Eddiva,"Decision (split) (29–28, 28–29, 30–27)",-,def.,3.0,5:00,300,Featherweight
2015-05-16,UFC Fight Night: Edgar vs. Faber,Frankie Edgar,Urijah Faber,"Decision (unanimous) (50–45, 50–45, 50–45)",-,def.,5.0,5:00,300,Featherweight
2015-05-16,UFC Fight Night: Edgar vs. Faber,Mark Muñoz,Luke Barnatt,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Middleweight
2015-05-16,UFC Fight Night: Edgar vs. Faber,Gegard Mousasi,Costas Philippou,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Middleweight
2015-05-16,UFC Fight Night: Edgar vs. Faber,Neil Magny,Hyun Gyu Lim,TKO (punches),-,def.,2.0,1:24,84,Welterweight
2015-05-23,UFC 187: Johnson vs. Cormier,Dong Hyun Kim,Josh Burkman,Submission (arm-triangle choke),-,def.,3.0,2:13,133,Welterweight
2015-05-23,UFC 187: Johnson vs. Cormier,Colby Covington,Mike Pyle,"Decision (unanimous) (30–27, 29–28, 30–27)",-,def.,3.0,5:00,300,Welterweight
