BODY_1,BODY_2,CLINCH_1,CLINCH_2,DISTANCE_1,DISTANCE_2,Date,Event,Fighter_1,Fighter_2,GROUND_1,GROUND_2,HEAD_1,HEAD_2,KD_1,KD_2,LEG_1,LEG_2,METHOD,PASS_1,PASS_2,REFEREE,REV_1,REV_2,ROUND,SIG_STR_1,SIG_STR_2,SUB_ATT_1,SUB_ATT_2,TD_1,TD_2,TIME,TIME_FORMAT,TOTAL_STR_1,TOTAL_STR_2,pSIG_STR_1,pSIG_STR_2,pTD_1,pTD_2
27 of 27,5 of 6,7 of 7,7 of 11,5 of 10,1 of 7,2008-08-09,UFC 87: Seek And Destroy,Brock Lesnar,Heath Herring,33 of 35,1 of 3,15 of 22,3 of 14,,,3 of 3,1 of 1,Decision - Unanimous,,,Dan Miragliotta,,,3,45 of 52,9 of 21,,,5 of 6,0 of 0,5:00,3 Rnd (5-5-5),96 of 107,41 of 55,86%,42%,83%,0%
0 of 0,0 of 0,0 of 0,0 of 0,2 of 2,0 of 3,2008-08-09,UFC 87: Seek And Destroy,Rob Emerson,Manvel Gamburyan,1 of 1,0 of 0,3 of 3,0 of 3,,,0 of 0,0 of 0,KO/TKO,,,Yves Lavigne,,,1,3 of 3,0 of 3,,,0 of 0,0 of 0,0:12,3 Rnd (5-5-5),3 of 3,0 of 3,100%,0%,0%,0%
6 of 13,2 of 9,10 of 16,5 of 10,29 of 69,23 of 88,2008-08-09,UFC 87: Seek And Destroy,Kenny Florian,Roger Huerta,12 of 14,5 of 5,38 of 77,19 of 75,,,7 of 9,12 of 19,Decision - Unanimous,,,Dan Miragliotta,,,3,51 of 99,33 of 103,,,5 of 7,0 of 5,5:00,3 Rnd (5-5-5),65 of 113,60 of 132,51%,32%,71%,0%
3 of 4,0 of 0,3 of 5,2 of 2,2 of 9,2 of 8,2008-08-09,UFC 87: Seek And Destroy,Demian Maia,Jason MacDonald,25 of 45,3 of 5,26 of 53,4 of 12,,,1 of 2,3 of 3,Submission,,,Yves Lavigne,,,3,30 of 59,7 of 15,,,2 of 4,0 of 2,2:44,3 Rnd (5-5-5),103 of 145,36 of 45,50%,46%,50%,0%
4 of 5,6 of 11,8 of 11,5 of 8,2 of 9,4 of 13,2008-08-09,UFC 87: Seek And Destroy,Tamdan McCrory,Luke Cummo,16 of 24,2 of 4,22 of 39,2 of 11,,,0 of 0,3 of 3,Decision - Unanimous,,,Dan Miragliotta,,,3,26 of 44,11 of 25,,,4 of 7,1 of 2,5:00,3 Rnd (5-5-5),44 of 64,42 of 61,59%,44%,57%,50%
3 of 4,2 of 3,5 of 6,2 of 2,6 of 11,0 of 7,2008-08-09,UFC 87: Seek And Destroy,Cheick Kongo,Dan Evensen,12 of 17,0 of 0,9 of 16,0 of 6,,,11 of 14,0 of 0,KO/TKO,,,Yves Lavigne,,,1,23 of 34,2 of 9,,,2 of 2,0 of 0,4:55,3 Rnd (5-5-5),38 of 50,3 of 10,67%,22%,100%,0%
16 of 24,11 of 20,26 of 51,15 of 41,13 of 46,19 of 43,2008-08-09,UFC 87: Seek And Destroy,Jon Jones,Andre Gusmao,3 of 5,0 of 0,25 of 73,11 of 49,,,1 of 5,12 of 15,Decision - Unanimous,,,Darryl Guthmiller,,,3,42 of 102,34 of 84,,,2 of 5,0 of 1,5:00,3 Rnd (5-5-5),68 of 129,46 of 98,41%,40%,40%,0%
17 of 24,1 of 1,6 of 8,0 of 0,20 of 40,5 of 18,2008-08-09,UFC 87: Seek And Destroy,Chris Wilson,Steve Bruno,21 of 24,0 of 0,28 of 46,2 of 14,,,2 of 2,2 of 3,Decision - Unanimous,,,Nick Gamst,,,3,47 of 72,5 of 18,,,2 of 2,1 of 13,5:00,3 Rnd (5-5-5),111 of 142,8 of 21,65%,27%,100%,7%
16 of 18,2 of 4,4 of 6,3 of 11,31 of 46,9 of 42,2008-08-09,UFC 87: Seek And Destroy,Ben Saunders,Ryan Thomas,6 of 6,0 of 0,22 of 37,7 of 44,,,3 of 3,3 of 5,Submission,,,Darryl Guthmiller,,,2,41 of 58,12 of 53,,,1 of 1,0 of 7,2:28,3 Rnd (5-5-5),56 of 74,32 of 78,70%,22%,100%,0%
1 of 1,1 of 3,0 of 3,1 of 3,13 of 32,9 of 47,2008-09-06,UFC 88: Breakthrough,Rashad Evans,Chuck Liddell,0 of 0,0 of 0,9 of 31,7 of 45,,,3 of 3,2 of 2,KO/TKO,,,Herb Dean,,,2,13 of 35,10 of 50,,,0 of 0,0 of 0,1:51,3 Rnd (5-5-5),13 of 35,10 of 50,37%,20%,0%,0%
10 of 13,2 of 2,4 of 12,4 of 10,64 of 121,8 of 46,2008-09-06,UFC 88: Breakthrough,Rich Franklin,Matt Hamill,3 of 3,1 of 2,36 of 97,7 of 52,,,25 of 26,4 of 4,KO/TKO,,,Mario Yamasaki,,,3,71 of 136,13 of 58,,,0 of 0,1 of 6,0:39,3 Rnd (5-5-5),71 of 136,17 of 62,52%,22%,0%,16%
0 of 1,2 of 3,4 of 9,4 of 8,24 of 50,22 of 53,2008-09-06,UFC 88: Breakthrough,Dan Henderson,Rousimar Palhares,14 of 23,1 of 2,42 of 81,23 of 57,,,0 of 0,2 of 3,Decision - Unanimous,,,Herb Dean,,,3,42 of 82,27 of 63,,,0 of 0,2 of 16,5:00,3 Rnd (5-5-5),49 of 89,29 of 65,51%,42%,0%,12%
3 of 5,0 of 1,17 of 25,1 of 2,3 of 7,0 of 5,2008-09-06,UFC 88: Breakthrough,Nate Marquardt,Martin Kampmann,2 of 4,0 of 0,19 of 31,1 of 6,,,0 of 0,0 of 0,KO/TKO,,,Mario Yamasaki,,,1,22 of 36,1 of 7,,,0 of 0,0 of 0,1:22,3 Rnd (5-5-5),27 of 41,2 of 8,61%,14%,0%,0%
1 of 1,27 of 35,4 of 4,19 of 24,4 of 17,20 of 41,2008-09-06,UFC 88: Breakthrough,Dong Hyun Kim,Matt Brown,4 of 7,9 of 14,11 of 27,11 of 29,,,0 of 0,10 of 15,Decision - Split,,,Mario Yamasaki,,,3,12 of 28,48 of 79,,,3 of 14,1 of 2,5:00,3 Rnd (5-5-5),18 of 36,91 of 126,42%,60%,21%,50%
8 of 9,3 of 5,9 of 15,0 of 2,22 of 46,12 of 58,2008-09-06,UFC 88: Breakthrough,Kurt Pellegrino,Thiago Tavares,30 of 36,6 of 12,50 of 85,13 of 62,,,3 of 3,2 of 5,Decision - Unanimous,,,Yves Lavigne,,,3,61 of 97,18 of 72,,,1 of 2,1 of 11,5:00,3 Rnd (5-5-5),100 of 138,86 of 146,62%,25%,50%,9%
3 of 3,1 of 2,1 of 1,2 of 3,8 of 22,7 of 18,2008-09-06,UFC 88: Breakthrough,Tim Boetsch,Michael Patt,6 of 8,0 of 0,11 of 27,3 of 13,,,1 of 1,5 of 6,KO/TKO,,,Herb Dean,,,1,15 of 31,9 of 21,,,0 of 0,0 of 1,2:03,3 Rnd (5-5-5),18 of 34,11 of 23,48%,42%,0%,0%
7 of 9,1 of 1,2 of 4,2 of 3,6 of 17,6 of 17,2008-09-06,UFC 88: Breakthrough,Ryo Chonan,Roan Carneiro,15 of 37,10 of 18,11 of 43,16 of 36,,,5 of 6,1 of 1,Decision - Split,,,Herb Dean,,,3,23 of 58,18 of 38,,,0 of 0,2 of 6,5:00,3 Rnd (5-5-5),72 of 111,68 of 92,39%,47%,0%,33%
0 of 0,0 of 0,1 of 2,0 of 2,3 of 8,1 of 3,2008-09-06,UFC 88: Breakthrough,Jason MacDonald,Jason Lambert,6 of 8,0 of 0,10 of 18,1 of 5,,,0 of 0,0 of 0,Submission,,,Yves Lavigne,,,2,10 of 18,1 of 5,,,2 of 2,0 of 0,1:20,3 Rnd (5-5-5),59 of 74,2 of 6,55%,20%,100%,0%
13 of 19,3 of 7,21 of 27,16 of 30,4 of 23,4 of 10,2008-09-17,UFC Fight Night: Diaz vs Neer,Nate Diaz,Josh Neer,15 of 22,6 of 10,21 of 47,20 of 40,,,6 of 6,3 of 3,Decision - Split,,,Josh Rosenthal,,,3,40 of 72,26 of 50,,,5 of 11,4 of 8,5:00,3 Rnd (5-5-5),114 of 157,48 of 74,55%,52%,45%,50%
7 of 9,2 of 3,20 of 29,9 of 14,17 of 67,27 of 94,2008-09-17,UFC Fight Night: Diaz vs Neer,Clay Guida,Mac Danzig,6 of 10,0 of 0,19 of 79,31 of 101,,,17 of 18,3 of 4,Decision - Unanimous,,,Yves Lavigne,,,3,43 of 106,36 of 108,,,10 of 18,1 of 3,5:00,3 Rnd (5-5-5),67 of 133,64 of 139,40%,33%,55%,33%
8 of 12,9 of 16,15 of 19,9 of 19,39 of 71,24 of 96,2008-09-17,UFC Fight Night: Diaz vs Neer,Alan Belcher,Ed Herman,0 of 0,10 of 15,29 of 60,33 of 110,,,17 of 18,1 of 4,Decision - Split,,,Dan Miragliotta,,,3,54 of 90,43 of 130,,,0 of 0,5 of 12,5:00,3 Rnd (5-5-5),67 of 103,86 of 175,60%,33%,0%,41%
3 of 6,3 of 4,3 of 6,4 of 7,0 of 1,3 of 5,2008-09-17,UFC Fight Night: Diaz vs Neer,Eric Schafer,Houston Alexander,21 of 31,5 of 9,21 of 32,7 of 15,,,0 of 0,2 of 2,Submission,,,Josh Rosenthal,,,1,24 of 38,12 of 21,,,1 of 4,0 of 0,4:53,3 Rnd (5-5-5),53 of 69,22 of 31,63%,57%,25%,0%
1 of 1,0 of 1,1 of 1,1 of 1,7 of 18,5 of 17,2008-09-17,UFC Fight Night: Diaz vs Neer,Wilson Gouveia,Ryan Jensen,0 of 0,24 of 54,3 of 13,28 of 69,,,4 of 5,2 of 2,Submission,,,Dan Miragliotta,,,2,8 of 19,30 of 72,,,1 of 1,2 of 2,2:04,3 Rnd (5-5-5),8 of 19,45 of 90,42%,41%,100%,100%
1 of 1,7 of 8,6 of 7,4 of 4,6 of 32,14 of 44,2008-09-17,UFC Fight Night: Diaz vs Neer,Joe Lauzon,Kyle Bradley,11 of 15,0 of 0,22 of 53,10 of 39,,,0 of 0,1 of 1,KO/TKO,,,Josh Arney,,,2,23 of 54,18 of 48,,,1 of 2,0 of 0,1:34,3 Rnd (5-5-5),30 of 62,19 of 49,42%,37%,50%,0%
5 of 5,0 of 0,0 of 0,0 of 0,0 of 0,4 of 4,2008-09-17,UFC Fight Night: Diaz vs Neer,Jason Brilz,Brad Morris,34 of 42,0 of 0,29 of 37,3 of 3,,,0 of 0,1 of 1,KO/TKO,,,Mark Powell,,,2,34 of 42,4 of 4,,,1 of 1,0 of 0,2:54,3 Rnd (5-5-5),96 of 108,4 of 4,80%,100%,100%,0%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,2008-09-17,UFC Fight Night: Diaz vs Neer,Mike Massenzio,Drew McFedries,0 of 0,3 of 3,0 of 0,3 of 4,,,0 of 0,0 of 0,Submission,,,Jim Axtel,,,1,0 of 0,3 of 4,,,1 of 1,0 of 0,1:28,3 Rnd (5-5-5),7 of 10,9 of 10,0%,75%,100%,0%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 1,2008-09-17,UFC Fight Night: Diaz vs Neer,Dan Miller,Rob Kimmons,0 of 0,0 of 0,0 of 1,0 of 1,,,0 of 0,0 of 0,Submission,,,Josh Arney,,,1,0 of 1,0 of 1,,,0 of 0,0 of 1,1:27,3 Rnd (5-5-5),8 of 11,1 of 2,0%,0%,0%,0%
3 of 3,2 of 2,2 of 2,7 of 7,4 of 7,0 of 2,2008-09-17,UFC Fight Night: Diaz vs Neer,Alessio Sakara,Joe Vedepo,1 of 1,0 of 0,3 of 6,5 of 7,,,1 of 1,0 of 0,KO/TKO,,,Yves Lavigne,,,1,7 of 10,7 of 9,,,0 of 0,0 of 3,1:27,3 Rnd (5-5-5),7 of 10,8 of 10,70%,77%,0%,0%
42 of 57,15 of 23,43 of 63,37 of 55,56 of 128,48 of 105,2008-10-18,UFC 89: Bisping vs Leben,Chris Lytle,Paul Taylor,3 of 3,0 of 0,54 of 131,42 of 109,,,6 of 6,28 of 28,Decision - Unanimous,,,Kevin Mulhall,,,3,102 of 194,85 of 160,,,2 of 3,0 of 2,5:00,3 Rnd (5-5-5),212 of 304,133 of 209,52%,53%,66%,0%
5 of 6,12 of 14,13 of 27,4 of 10,27 of 81,35 of 65,2008-10-18,UFC 89: Bisping vs Leben,Keith Jardine,Brandon Vera,10 of 23,9 of 11,35 of 114,27 of 62,,,10 of 11,9 of 10,Decision - Split,,,Kevin Mulhall,,,3,50 of 131,48 of 86,,,2 of 4,1 of 1,5:00,3 Rnd (5-5-5),59 of 140,57 of 95,38%,55%,50%,100%
3 of 5,8 of 9,2 of 5,1 of 4,28 of 60,27 of 78,2008-10-18,UFC 89: Bisping vs Leben,Luiz Cane,Rameau Thierry Sokoudjou,11 of 13,0 of 0,37 of 72,16 of 65,,,1 of 1,4 of 8,KO/TKO,,,Marc Goddard,,,2,41 of 78,28 of 82,,,0 of 0,0 of 1,4:15,3 Rnd (5-5-5),41 of 78,28 of 82,52%,34%,0%,0%
3 of 5,1 of 1,0 of 0,0 of 1,24 of 62,3 of 55,2008-10-18,UFC 89: Bisping vs Leben,Marcus Davis,Paul Kelly,1 of 1,0 of 0,12 of 46,2 of 55,,,10 of 12,0 of 0,Submission,,,Marc Goddard,,,2,25 of 63,3 of 56,,,1 of 1,1 of 1,2:16,3 Rnd (5-5-5),36 of 74,3 of 56,39%,5%,100%,100%
14 of 21,12 of 24,5 of 15,8 of 22,65 of 145,43 of 142,2008-10-18,UFC 89: Bisping vs Leben,Michael Bisping,Chris Leben,0 of 0,0 of 0,52 of 133,22 of 117,,,4 of 6,17 of 23,Decision - Unanimous,,,Dan Miragliotta,,,3,70 of 160,51 of 164,,,1 of 3,1 of 2,5:00,3 Rnd (5-5-5),77 of 167,62 of 176,43%,31%,33%,50%
2 of 2,0 of 0,2 of 4,1 of 3,0 of 2,3 of 5,2008-10-18,UFC 89: Bisping vs Leben,Shane Carwin,Neil Wain,11 of 17,0 of 0,11 of 21,4 of 8,,,0 of 0,0 of 0,KO/TKO,,,Dan Miragliotta,,,1,13 of 23,4 of 8,,,1 of 2,0 of 0,1:31,3 Rnd (5-5-5),23 of 33,8 of 12,56%,50%,50%,0%
4 of 4,0 of 0,16 of 19,4 of 4,0 of 4,1 of 7,2008-10-18,UFC 89: Bisping vs Leben,David Bielkheden,Jess Liaudin,20 of 30,7 of 14,32 of 49,12 of 25,,,0 of 0,0 of 0,Decision - Unanimous,,,Kevin Mulhall,,,3,36 of 53,12 of 25,,,7 of 11,1 of 1,5:00,3 Rnd (5-5-5),86 of 104,58 of 72,67%,48%,63%,100%
4 of 8,18 of 37,3 of 4,2 of 4,66 of 188,53 of 284,2008-10-18,UFC 89: Bisping vs Leben,Terry Etim,Sam Stout,0 of 0,0 of 0,35 of 143,15 of 216,,,30 of 41,22 of 35,Decision - Unanimous,,,Leon Roberts,,,3,69 of 192,55 of 288,,,0 of 2,1 of 1,5:00,3 Rnd (5-5-5),69 of 192,56 of 289,35%,19%,0%,100%
2 of 2,2 of 2,1 of 2,2 of 5,3 of 11,5 of 11,2008-10-18,UFC 89: Bisping vs Leben,Jim Miller,David Baron,11 of 15,0 of 0,10 of 21,5 of 14,,,3 of 5,0 of 0,Submission,,,Marc Goddard,,,3,15 of 28,7 of 16,,,5 of 6,0 of 1,3:19,3 Rnd (5-5-5),46 of 64,22 of 31,53%,43%,83%,0%
12 of 20,14 of 20,4 of 16,4 of 7,53 of 170,50 of 98,2008-10-18,UFC 89: Bisping vs Leben,Dan Hardy,Akihiro Gono,0 of 0,2 of 2,24 of 133,28 of 63,,,21 of 33,14 of 24,Decision - Split,,,Dan Miragliotta,,,3,57 of 186,56 of 107,,,0 of 0,3 of 4,5:00,3 Rnd (5-5-5),61 of 190,58 of 109,30%,52%,0%,75%
14 of 17,1 of 3,19 of 24,6 of 9,3 of 6,10 of 31,2008-10-18,UFC 89: Bisping vs Leben,Per Eklund,Samy Schiavo,9 of 12,7 of 16,14 of 22,16 of 47,,,3 of 3,6 of 6,Submission,,,Leon Roberts,,,3,31 of 42,23 of 56,,,1 of 5,1 of 2,1:47,3 Rnd (5-5-5),92 of 104,28 of 62,73%,41%,20%,50%
9 of 10,2 of 2,7 of 10,1 of 4,21 of 29,13 of 43,2008-10-25,UFC 90: Silva vs Cote,Anderson Silva,Patrick Cote,1 of 1,2 of 2,11 of 21,3 of 27,,,9 of 9,11 of 20,KO/TKO,,,Herb Dean,,,3,29 of 40,16 of 49,,,1 of 1,0 of 3,0:39,5 Rnd (5-5-5-5-5),32 of 46,18 of 51,72%,32%,100%,0%
2 of 4,9 of 17,10 of 17,5 of 7,68 of 162,34 of 121,2008-10-25,UFC 90: Silva vs Cote,Thiago Alves,Josh Koscheck,2 of 2,0 of 0,43 of 134,25 of 106,,,35 of 43,5 of 5,Decision - Unanimous,,,David Smith,,,3,80 of 181,39 of 128,,,0 of 2,0 of 5,5:00,3 Rnd (5-5-5),87 of 188,46 of 135,44%,30%,0%,0%
5 of 6,0 of 1,2 of 2,0 of 6,14 of 46,5 of 32,2008-10-25,UFC 90: Silva vs Cote,Gray Maynard,Rich Clementi,6 of 13,2 of 4,17 of 55,3 of 37,,,0 of 0,4 of 4,Decision - Unanimous,,,Todd Frederickson,,,3,22 of 61,7 of 42,,,5 of 7,0 of 0,5:00,3 Rnd (5-5-5),66 of 111,20 of 57,36%,16%,71%,0%
1 of 3,0 of 0,0 of 0,1 of 1,3 of 7,5 of 5,2008-10-25,UFC 90: Silva vs Cote,Junior Dos Santos,Fabricio Werdum,4 of 4,0 of 0,5 of 7,1 of 1,,,1 of 1,5 of 5,KO/TKO,,,Marc Fennell,,,1,7 of 11,6 of 6,,,0 of 0,0 of 0,1:21,3 Rnd (5-5-5),7 of 11,6 of 6,63%,100%,0%,0%
11 of 11,16 of 21,14 of 23,7 of 11,78 of 230,67 of 229,2008-10-25,UFC 90: Silva vs Cote,Sean Sherk,Tyson Griffin,0 of 0,0 of 0,66 of 226,50 of 208,,,15 of 16,8 of 11,Decision - Unanimous,,,David Smith,,,3,92 of 253,74 of 240,,,3 of 7,0 of 2,5:00,3 Rnd (5-5-5),103 of 264,102 of 268,36%,30%,42%,0%
0 of 0,0 of 1,0 of 0,0 of 0,0 of 0,1 of 2,2008-10-25,UFC 90: Silva vs Cote,Thales Leites,Drew McFedries,0 of 0,0 of 0,0 of 0,1 of 1,,,0 of 0,0 of 0,Submission,,,Marc Fennell,,,1,0 of 0,1 of 2,,,1 of 2,0 of 0,1:18,3 Rnd (5-5-5),4 of 4,1 of 2,0%,50%,50%,0%
10 of 16,10 of 12,18 of 25,10 of 13,10 of 25,16 of 31,2008-10-25,UFC 90: Silva vs Cote,Spencer Fisher,Shannon Gugerty,2 of 4,2 of 2,13 of 31,7 of 23,,,7 of 7,11 of 11,Submission,,,David Smith,,,3,30 of 54,28 of 46,,,0 of 2,2 of 13,3:56,3 Rnd (5-5-5),76 of 101,54 of 73,55%,60%,0%,15%
4 of 4,5 of 5,5 of 5,4 of 9,7 of 13,4 of 8,2008-10-25,UFC 90: Silva vs Cote,Dan Miller,Matt Horwich,19 of 31,7 of 7,26 of 44,10 of 19,,,1 of 1,0 of 0,Decision - Unanimous,,,Mike Reid,,,3,31 of 49,15 of 24,,,6 of 7,0 of 0,5:00,3 Rnd (5-5-5),142 of 165,62 of 71,63%,62%,85%,0%
1 of 4,2 of 3,0 of 1,1 of 2,60 of 121,37 of 100,2008-10-25,UFC 90: Silva vs Cote,Hermes Franca,Marcus Aurelio,0 of 0,2 of 2,24 of 71,34 of 97,,,35 of 47,4 of 4,Decision - Unanimous,,,Todd Frederickson,,,3,60 of 122,40 of 104,,,0 of 0,1 of 9,5:00,3 Rnd (5-5-5),65 of 127,55 of 120,49%,38%,0%,11%
10 of 11,8 of 10,4 of 6,9 of 14,61 of 117,28 of 85,2008-10-25,UFC 90: Silva vs Cote,Pete Sell,Joshua Burkman,0 of 0,13 of 13,52 of 109,37 of 97,,,3 of 3,5 of 5,Decision - Unanimous,,,Mike Reid,,,3,65 of 123,50 of 112,,,1 of 10,4 of 6,5:00,3 Rnd (5-5-5),88 of 146,58 of 121,52%,44%,10%,66%
6 of 6,1 of 1,12 of 13,8 of 11,5 of 15,3 of 8,2008-11-15,UFC 91: Couture vs Lesnar,Brock Lesnar,Randy Couture,14 of 14,0 of 0,21 of 32,6 of 13,,,4 of 4,4 of 5,KO/TKO,,,Mario Yamasaki,,,2,31 of 42,11 of 19,,,2 of 4,1 of 3,3:07,5 Rnd (5-5-5-5-5),68 of 79,17 of 25,73%,57%,50%,33%
3 of 4,2 of 4,2 of 3,3 of 3,10 of 25,3 of 15,2008-11-15,UFC 91: Couture vs Lesnar,Kenny Florian,Joe Stevenson,5 of 9,0 of 0,13 of 32,3 of 13,,,1 of 1,1 of 1,Submission,,,Herb Dean,,,1,17 of 37,6 of 18,,,1 of 2,1 of 3,4:03,3 Rnd (5-5-5),24 of 44,9 of 21,45%,33%,50%,33%
3 of 4,4 of 5,0 of 0,4 of 7,9 of 19,11 of 21,2008-11-15,UFC 91: Couture vs Lesnar,Dustin Hazelett,Tamdan McCrory,1 of 2,0 of 0,5 of 14,6 of 18,,,2 of 3,5 of 5,Submission,,,Steve Mazzagatti,,,1,10 of 21,15 of 28,,,0 of 0,0 of 0,3:59,3 Rnd (5-5-5),13 of 24,15 of 28,47%,53%,0%,0%
7 of 7,5 of 6,7 of 7,2 of 2,5 of 13,3 of 10,2008-11-15,UFC 91: Couture vs Lesnar,Matt Brown,Ryan Thomas,3 of 3,10 of 10,7 of 15,8 of 14,,,1 of 1,2 of 2,Submission,,,Herb Dean,,,2,15 of 23,15 of 22,,,1 of 1,5 of 8,0:57,3 Rnd (5-5-5),20 of 30,76 of 85,65%,68%,100%,62%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 2,0 of 0,2008-11-15,UFC 91: Couture vs Lesnar,Demian Maia,Nate Quarry,2 of 2,0 of 0,2 of 4,0 of 0,,,0 of 0,0 of 0,Submission,,,Herb Dean,,,1,2 of 4,0 of 0,,,1 of 2,0 of 0,2:13,3 Rnd (5-5-5),22 of 32,8 of 8,50%,0%,50%,0%
21 of 27,21 of 26,21 of 29,14 of 25,69 of 181,56 of 174,2008-11-15,UFC 91: Couture vs Lesnar,Aaron Riley,Jorge Gurgel,8 of 12,0 of 0,63 of 172,46 of 166,,,14 of 23,3 of 7,Decision - Unanimous,,,Mario Yamasaki,,,3,98 of 222,70 of 199,,,1 of 1,1 of 4,5:00,3 Rnd (5-5-5),133 of 261,91 of 220,44%,35%,100%,25%
5 of 6,0 of 0,1 of 1,1 of 2,9 of 26,8 of 16,2008-11-15,UFC 91: Couture vs Lesnar,Jeremy Stephens,Rafael Dos Anjos,12 of 19,0 of 0,13 of 36,4 of 12,,,4 of 4,5 of 6,KO/TKO,,,Steve Mazzagatti,,,3,22 of 46,9 of 18,,,0 of 0,4 of 6,0:39,3 Rnd (5-5-5),33 of 60,37 of 48,47%,50%,0%,66%
6 of 6,0 of 0,1 of 1,0 of 0,2 of 8,5 of 14,2008-11-15,UFC 91: Couture vs Lesnar,Mark Bocek,Alvin Robinson,18 of 35,0 of 0,15 of 38,5 of 14,,,0 of 0,0 of 0,Submission,,,Mario Yamasaki,,,3,21 of 44,5 of 14,,,1 of 1,0 of 1,3:16,3 Rnd (5-5-5),118 of 152,41 of 53,47%,35%,100%,0%
5 of 6,0 of 0,7 of 8,1 of 3,3 of 7,0 of 2,2008-11-15,UFC 91: Couture vs Lesnar,Gabriel Gonzaga,Josh Hendricks,2 of 2,0 of 0,7 of 11,1 of 5,,,0 of 0,0 of 0,KO/TKO,,,Steve Mazzagatti,,,1,12 of 17,1 of 5,,,0 of 0,0 of 0,1:01,3 Rnd (5-5-5),12 of 17,6 of 10,70%,20%,0%,0%
4 of 5,2 of 3,1 of 2,1 of 3,12 of 24,12 of 53,2008-12-10,UFC Fight Night - Fight for the Troops,Steve Cantwell,Razak Al-Hassan,2 of 3,0 of 0,9 of 22,5 of 46,,,2 of 2,6 of 7,Submission,,,Mario Yamasaki,,,1,15 of 29,13 of 56,,,1 of 1,0 of 1,4:04,3 Rnd (5-5-5),19 of 33,15 of 58,51%,23%,100%,0%
0 of 0,2 of 4,1 of 2,1 of 2,5 of 14,5 of 15,2008-12-10,UFC Fight Night - Fight for the Troops,Josh Koscheck,Yoshiyuki Yoshida,0 of 0,0 of 0,6 of 16,1 of 6,,,0 of 0,3 of 7,KO/TKO,,,Mario Yamasaki,,,1,6 of 16,6 of 17,,,0 of 0,0 of 0,2:15,3 Rnd (5-5-5),6 of 16,6 of 17,37%,35%,0%,0%
0 of 0,0 of 0,0 of 0,0 of 0,2 of 3,1 of 3,2008-12-10,UFC Fight Night - Fight for the Troops,Mike Swick,Jonathan Goulet,5 of 5,0 of 0,7 of 8,1 of 3,,,0 of 0,0 of 0,KO/TKO,,,Dan Miragliotta,,,1,7 of 8,1 of 3,,,0 of 0,0 of 1,0:33,3 Rnd (5-5-5),16 of 17,1 of 3,87%,33%,0%,0%
10 of 13,12 of 19,6 of 8,1 of 2,44 of 116,24 of 60,2008-12-10,UFC Fight Night - Fight for the Troops,Tim Credeur,Nate Loughran,2 of 7,0 of 0,39 of 115,6 of 31,,,3 of 3,7 of 12,KO/TKO,,,Dan Miragliotta,,,2,52 of 131,25 of 62,,,1 of 1,0 of 3,5:00,3 Rnd (5-5-5),60 of 140,28 of 65,39%,40%,100%,0%
4 of 6,11 of 13,16 of 27,22 of 35,24 of 61,18 of 63,2008-12-10,UFC Fight Night - Fight for the Troops,Justin McCully,Eddie Sanchez,0 of 0,2 of 2,29 of 66,28 of 84,,,7 of 16,3 of 3,Decision - Unanimous,,,Dan Miragliotta,,,3,40 of 88,42 of 100,,,1 of 4,0 of 4,5:00,3 Rnd (5-5-5),114 of 163,94 of 157,45%,42%,25%,0%
3 of 4,6 of 8,6 of 12,6 of 7,12 of 25,3 of 18,2008-12-10,UFC Fight Night - Fight for the Troops,Luigi Fioravanti,Brodie Farber,12 of 18,1 of 4,15 of 37,2 of 17,,,12 of 14,2 of 4,Decision - Unanimous,,,Al Coley,,,3,30 of 55,10 of 29,,,8 of 10,1 of 2,5:00,3 Rnd (5-5-5),100 of 139,14 of 33,54%,34%,80%,50%
2 of 2,15 of 18,5 of 8,27 of 35,2 of 7,4 of 12,2008-12-10,UFC Fight Night - Fight for the Troops,Steve Bruno,Johnny Rees,3 of 3,5 of 5,5 of 11,15 of 26,,,3 of 5,6 of 8,Submission,,,Donnie Jessup,,,2,10 of 18,36 of 52,,,3 of 6,1 of 4,3:44,3 Rnd (5-5-5),37 of 47,49 of 65,55%,69%,50%,25%
6 of 7,0 of 0,35 of 41,0 of 1,7 of 10,0 of 0,2008-12-10,UFC Fight Night - Fight for the Troops,Ben Saunders,Brandon Wolff,0 of 0,0 of 0,35 of 43,0 of 1,,,1 of 1,0 of 0,KO/TKO,,,Al Coley,,,1,42 of 51,0 of 1,,,0 of 0,0 of 0,1:49,3 Rnd (5-5-5),49 of 58,4 of 5,82%,0%,0%,0%
1 of 1,2 of 3,0 of 1,0 of 0,8 of 17,7 of 22,2008-12-10,UFC Fight Night - Fight for the Troops,Dale Hartt,Corey Hill,0 of 0,1 of 3,0 of 6,4 of 18,,,7 of 11,2 of 4,KO/TKO,,,Donnie Jessup,,,2,8 of 18,8 of 25,,,0 of 0,2 of 3,0:20,3 Rnd (5-5-5),12 of 22,20 of 37,44%,32%,0%,66%
