Date,Event,match_url
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/fight-details/aeac1209f15157ed
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/fight-details/5edd1cd479f3919e
2018-02-24,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/fight-details/519dcb290e6db845
2018-02-24,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/fight-details/4d9d371b8db6fb91
2018-02-24,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/fight-details/9c79433a4686f3fc
2018-02-24,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/fight-details/424a20da52b4f956
2018-02-24,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/fight-details/e22a887ce4ab30eb
2018-02-24,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/fight-details/3cf4582b48302bb6
2018-02-24,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/fight-details/037c68d03c970609
2018-02-24,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/fight-details/093ebd3375591101
2018-02-24,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/fight-details/04970dfa4d531e39
2018-02-24,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/fight-details/bf8f747e57d6d1c7
2018-02-24,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/fight-details/0f2611c3ec4661dd
2018-02-24,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/fight-details/0328754c15ecd37c
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/fight-details/4960379abe6ed525
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/fight-details/2361b51aa72e5551
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/fight-details/efe055854f19a1d7
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/fight-details/bfb7d17161aec938
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/fight-details/1f52e665587dc645
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/fight-details/c73b81e7c1c1cccc
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/fight-details/9e21a8dea9663e26
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/fight-details/84f236d6c57d7cfb
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/fight-details/6c2f05c47f494e15
