Date,Event,Weight class,Fighter1,Result,Fighter2,Method,Round,Time,Note,Time (secs)
2016-05-29,UFC Fight Night: Almeida vs. Garbrandt,Middleweight,Jake Collier,def.,Alberto Uda,TKO (knee and spinning back kick to the body),2.0,1:06,-,66
2016-05-29,UFC Fight Night: Almeida vs. Garbrandt,Lightweight,Erik Koch,def.,Shane Campbell,Submission (rear-naked choke),2.0,3:02,-,182
2016-05-29,UFC Fight Night: Almeida vs. Garbrandt,Bantamweight,Bryan Caraway,def.,Aljamain Sterling,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2016-05-29,UFC Fight Night: Almeida vs. Garbrandt,Lightweight,Paul Felder,def.,Josh Burkman,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Middleweight,Michael Bisping,def.,Luke Rockhold (c),KO (punches),1.0,3:36,[a],216
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Bantamweight,Dominick Cruz (c),def.,Urijah Faber,"Decision (unanimous) (50-45, 50-45, 49-46)",5.0,5:00,[b],300
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Featherweight,Max Holloway,def.,Ricardo Lamas,"Decision (unanimous) (30-27, 30-27, 30-27)",3.0,5:00,-,300
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Middleweight,Dan Henderson,def.,Hector Lombard,KO (elbows),2.0,1:27,-,87
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Lightweight,Dustin Poirier,def.,Bobby Green,KO (punches),1.0,2:53,-,173
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Featherweight,Brian Ortega,def.,Clay Guida,KO (knee),3.0,4:40,-,280
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Women's Strawweight,Jéssica Andrade,def.,Jessica Penne,TKO (punches),2.0,2:56,-,176
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Featherweight,Alex Caceres,def.,Cole Miller,"Decision (unanimous) (30-27, 29-28, 29-28)",3.0,5:00,-,300
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Welterweight,Sean Strickland,def.,Tom Breese,"Decision (split) (29-28, 28-29, 29-28)",3.0,5:00,-,300
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Light Heavyweight,Henrique da Silva,def.,Jonathan Wilson,TKO (punches),2.0,4:11,-,251
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Middleweight,Kevin Casey,vs.,Elvis Mutapcic,"Draw (split) (29-28, 28-29, 28-28)",3.0,5:00,-,300
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Lightweight,Polo Reyes,def.,Dong Hyun Kim,KO (punches),3.0,1:52,-,112
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Lightweight,Beneil Dariush,def.,James Vick,KO (punch),1.0,4:16,-,256
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Women's Flyweight,Joanne Calderwood,def.,Valérie Létourneau,TKO (body kick and punches),3.0,2:51,-,171
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Welterweight,Stephen Thompson,def.,Rory MacDonald,"Decision (unanimous) (50–45, 50–45, 48–47)",5.0,5:00,-,300
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Welterweight,Donald Cerrone,def.,Patrick Côté,TKO (punches),3.0,2:35,-,155
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Light Heavyweight,Steve Bossé,def.,Sean O'Connell,"Decision (unanimous) (29–28, 29–28, 29–27)",3.0,5:00,-,300
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Lightweight,Olivier Aubin-Mercier,def.,Thibault Gouti,Submission (rear-naked choke),3.0,2:28,-,148
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Lightweight,Jason Saggo,def.,Leandro Silva,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Flyweight,Ali Bagautinov,def.,Geane Herrera,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Middleweight,Krzysztof Jotko,def.,Tamdan McCrory,KO (punch),1.0,0:59,-,59
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Bantamweight,Joe Soto,def.,Chris Beal,Submission (rear-naked choke),3.0,3:39,-,219
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Middleweight,Elias Theodorou,def.,Sam Alvey,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,-,300
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Catchweight (117.5 lbs),Randa Markos,def.,Jocelyn Jones-Lybarger,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Welterweight,Colby Covington,def.,Jonathan Meunier,Submission (rear-naked choke),3.0,0:54,-,54
2016-06-18,UFC Fight Night: MacDonald vs. Thompson,Light Heavyweight,Misha Cirkunov,def.,Ion Cuțelaba,Submission (arm-triangle choke),3.0,1:22,-,82
2016-07-07,UFC Fight Night: dos Anjos vs. Alvarez,Lightweight,Eddie Alvarez,def.,Rafael dos Anjos (c),TKO (punches),1.0,3:49,[a],229
2016-07-07,UFC Fight Night: dos Anjos vs. Alvarez,Heavyweight,Derrick Lewis,def.,Roy Nelson,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2016-07-07,UFC Fight Night: dos Anjos vs. Alvarez,Welterweight,Alberto Mina,def.,Mike Pyle,KO (flying knee and punches),2.0,1:17,-,77
2016-07-07,UFC Fight Night: dos Anjos vs. Alvarez,Lightweight,Joseph Duffy,def.,Mitch Clarke,Submission (rear-naked choke),1.0,0:25,-,25
2016-07-07,UFC Fight Night: dos Anjos vs. Alvarez,Lightweight,John Makdessi,def.,Mehdi Baghdad,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2016-07-07,UFC Fight Night: dos Anjos vs. Alvarez,Welterweight,Alan Jouban,def.,Belal Muhammad,"Decision (unanimous) (28–27, 29–28, 29–27)",3.0,5:00,-,300
2016-07-07,UFC Fight Night: dos Anjos vs. Alvarez,Bantamweight,Pedro Munhoz,def.,Russell Doane,Submission (guillotine choke),1.0,2:08,-,128
2016-07-07,UFC Fight Night: dos Anjos vs. Alvarez,Welterweight,Vicente Luque,def.,Álvaro Herrera,Submission (D'Arce choke),2.0,3:52,-,232
2016-07-07,UFC Fight Night: dos Anjos vs. Alvarez,Bantamweight,Marco Beltrán,def.,Reginaldo Vieira,Submission (rear-naked choke),2.0,3:04,-,184
2016-07-07,UFC Fight Night: dos Anjos vs. Alvarez,Bantamweight,Anthony Birchak,def.,Dileno Lopes,"Decision (split) (27–30, 29–28, 29–28)",3.0,5:00,-,300
2016-07-07,UFC Fight Night: dos Anjos vs. Alvarez,Bantamweight,Felipe Arantes,def.,Jerrod Sanders,Submission (armbar),2.0,1:39,-,99
2016-07-07,UFC Fight Night: dos Anjos vs. Alvarez,Lightweight,Gilbert Burns,def.,Łukasz Sajewski,Submission (armbar),1.0,4:57,-,297
2016-07-08,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Women's Strawweight,Joanna Jędrzejczyk (c),def.,Cláudia Gadelha,"Decision (unanimous) (48–46, 48–45, 48–46)",5.0,5:00,[a],300
2016-07-08,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Light Heavyweight,Andrew Sanchez,def.,Khalil Rountree,"Decision (unanimous) (30–25, 30–25, 30–26)",3.0,5:00,[b],300
2016-07-08,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Women's Strawweight,Tatiana Suarez,def.,Amanda Cooper,Submission (D'Arce choke),1.0,3:43,[c],223
2016-07-08,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Featherweight,Doo Ho Choi,def.,Thiago Tavares,KO (punches),1.0,2:42,-,162
2016-07-08,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Lightweight,Will Brooks,def.,Ross Pearson,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2016-07-08,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Flyweight,Matheus Nicolau,def.,John Moraga,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2016-07-08,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Light Heavyweight,Josh Stansbury,def.,Cory Hendricks,"Decision (majority) (29–27, 29–27, 28–28)",3.0,5:00,-,300
2016-07-08,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Middleweight,Cezar Ferreira,def.,Anthony Smith,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2016-07-08,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Lightweight,Kevin Lee,def.,Jake Matthews,TKO (punches),1.0,4:06,-,246
2016-07-08,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Welterweight,Li Jingliang,def.,Anton Zafir,KO (punches),1.0,2:46,-,166
2016-07-08,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Featherweight,Gray Maynard,def.,Fernando Bruno,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2016-07-08,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Lightweight,Joaquim Silva,def.,Andrew Holbrook,KO (punches),1.0,0:34,-,34
2016-07-09,UFC 200: Tate vs. Nunes,Heavyweight,Cain Velasquez,def.,Travis Browne,TKO (punches),1.0,4:57,-,297
2016-07-09,UFC 200: Tate vs. Nunes,Women's Bantamweight,Amanda Nunes,def.,Miesha Tate (c),Submission (rear-naked choke),1.0,3:16,[a],196
2016-07-09,UFC 200: Tate vs. Nunes,Heavyweight,Brock Lesnar,vs.,Mark Hunt,No Contest (overturned),3.0,5:00,[b],300
2016-07-09,UFC 200: Tate vs. Nunes,Light Heavyweight,Daniel Cormier (c),def.,Anderson Silva,"Decision (unanimous) (30–26, 30–26, 30–26)",3.0,5:00,[c],300
2016-07-09,UFC 200: Tate vs. Nunes,Featherweight,José Aldo,def.,Frankie Edgar,"Decision (unanimous) (49–46, 49–46, 48–47)",5.0,5:00,[d],300
2016-07-09,UFC 200: Tate vs. Nunes,Women's Bantamweight,Julianna Peña,def.,Cat Zingano,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2016-07-09,UFC 200: Tate vs. Nunes,Bantamweight,T.J. Dillashaw,def.,Raphael Assunção,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2016-07-09,UFC 200: Tate vs. Nunes,Lightweight,Sage Northcutt,def.,Enrique Marín,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2016-07-09,UFC 200: Tate vs. Nunes,Lightweight,Joe Lauzon,def.,Diego Sanchez,TKO (punches),1.0,1:26,-,86
2016-07-09,UFC 200: Tate vs. Nunes,Middleweight,Gegard Mousasi,def.,Thiago Santos,TKO (punches),1.0,4:32,-,272
2016-07-09,UFC 200: Tate vs. Nunes,Lightweight,Jim Miller,def.,Takanori Gomi,TKO (punches),1.0,2:18,-,138
2016-07-09,UFC 200: Tate vs. Nunes,Catchweight (171.25 lb),Kelvin Gastelum,def.,Johny Hendricks,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,-,300
2016-07-13,UFC Fight Night: McDonald vs. Lineker,Bantamweight,John Lineker,def.,Michael McDonald,KO (punches),1.0,2:43,-,163
2016-07-13,UFC Fight Night: McDonald vs. Lineker,Lightweight,Tony Ferguson,def.,Lando Vannata,Submission (D'Arce choke),2.0,2:22,-,142
2016-07-13,UFC Fight Night: McDonald vs. Lineker,Middleweight,Tim Boetsch,def.,Josh Samman,TKO (punches),2.0,3:49,-,229
2016-07-13,UFC Fight Night: McDonald vs. Lineker,Heavyweight,Daniel Omielańczuk,def.,Aleksei Oleinik,"Decision (majority) (28–28, 29–28, 29–28)",3.0,5:00,-,300
2016-07-13,UFC Fight Night: McDonald vs. Lineker,Welterweight,Keita Nakamura,def.,Kyle Noke,Submission (rear-naked choke),2.0,4:59,-,299
2016-07-13,UFC Fight Night: McDonald vs. Lineker,Flyweight,Louis Smolka,def.,Ben Nguyen,TKO (punches and elbows),2.0,4:41,-,281
2016-07-13,UFC Fight Night: McDonald vs. Lineker,Middleweight,Sam Alvey,def.,Eric Spicely,Submission (guillotine choke),1.0,2:43,-,163
2016-07-13,UFC Fight Night: McDonald vs. Lineker,Women's Strawweight,Cortney Casey,def.,Cristina Stanciu,TKO (elbows),1.0,2:36,-,156
2016-07-13,UFC Fight Night: McDonald vs. Lineker,Lightweight,Scott Holtzman,def.,Cody Pfister,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2016-07-13,UFC Fight Night: McDonald vs. Lineker,Bantamweight,Rani Yahya,def.,Matthew Lopez,Submission (arm-triangle choke),3.0,4:19,-,259
2016-07-13,UFC Fight Night: McDonald vs. Lineker,Middleweight,Alex Nicholson,def.,Devin Clark,KO (punch),1.0,4:57,-,297
2016-07-13,UFC Fight Night: McDonald vs. Lineker,Women's Bantamweight,Katlyn Chookagian,def.,Lauren Murphy,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2016-07-23,UFC on Fox: Holm vs. Shevchenko,Women's Bantamweight,Valentina Shevchenko,def.,Holly Holm,"Decision (unanimous) (49–46, 49–46, 49–46)",5.0,5:00,-,300
2016-07-23,UFC on Fox: Holm vs. Shevchenko,Lightweight,Edson Barboza,def.,Gilbert Melendez,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2016-07-23,UFC on Fox: Holm vs. Shevchenko,Heavyweight,Francis Ngannou,def.,Bojan Mihajlović,TKO (punches),1.0,1:34,-,94
2016-07-23,UFC on Fox: Holm vs. Shevchenko,Women's Strawweight,Felice Herrig,def.,Kailin Curran,Submission (rear-naked choke),1.0,1:59,-,119
2016-07-23,UFC on Fox: Holm vs. Shevchenko,Bantamweight,Eddie Wineland,def.,Frankie Saenz,TKO (punches),3.0,1:54,-,114
2016-07-23,UFC on Fox: Holm vs. Shevchenko,Welterweight,Kamaru Usman,def.,Alexander Yakovlev,"Decision (unanimous) (30–25, 30–25, 30–25)",3.0,5:00,-,300
2016-07-23,UFC on Fox: Holm vs. Shevchenko,Lightweight,Michel Prazeres,def.,J.C. Cottrell,"Decision (unanimous) (30–26, 30–27, 30–27)",3.0,5:00,-,300
2016-07-23,UFC on Fox: Holm vs. Shevchenko,Heavyweight,Luis Henrique,def.,Dmitry Smolyakov,Submission (rear-naked choke),2.0,3:58,-,238
2016-07-23,UFC on Fox: Holm vs. Shevchenko,Featherweight,Darren Elkins,def.,Godofredo Pepey,"Decision (unanimous) (29–27, 29–27, 30–26)",3.0,5:00,-,300
2016-07-23,UFC on Fox: Holm vs. Shevchenko,Welterweight,Alex Oliveira,def.,James Moontasri,"Decision (unanimous) (30–26, 30–26, 30–25)",3.0,5:00,-,300
2016-07-23,UFC on Fox: Holm vs. Shevchenko,Featherweight,Jason Knight,def.,Jim Alers,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2016-07-30,UFC 201: Lawler vs. Woodley,Welterweight,Tyron Woodley,def.,Robbie Lawler (c),KO (punches),1.0,2:12,[a],132
2016-07-30,UFC 201: Lawler vs. Woodley,Women's Strawweight,Karolina Kowalkiewicz,def.,Rose Namajunas,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2016-07-30,UFC 201: Lawler vs. Woodley,Welterweight,Jake Ellenberger,def.,Matt Brown,TKO (body kick and punches),1.0,1:46,-,106
2016-07-30,UFC 201: Lawler vs. Woodley,Light Heavyweight,Nikita Krylov,def.,Ed Herman,KO (head kick),2.0,0:40,-,40
2016-07-30,UFC 201: Lawler vs. Woodley,Bantamweight,Érik Pérez,def.,Francisco Rivera,"Decision (unanimous) (30–26, 30–26, 29–28)",3.0,5:00,-,300
2016-07-30,UFC 201: Lawler vs. Woodley,Heavyweight,Anthony Hamilton,def.,Damian Grabowski,KO (punches),1.0,0:14,-,14
2016-07-30,UFC 201: Lawler vs. Woodley,Flyweight,Wilson Reis,def.,Hector Sandoval,Submission (rear-naked choke),1.0,1:49,-,109
2016-07-30,UFC 201: Lawler vs. Woodley,Welterweight,Michael Graves,vs.,Bojan Veličković,"Draw (majority) (30–27, 28–28, 28–28)",3.0,5:00,-,300
2016-07-30,UFC 201: Lawler vs. Woodley,Lightweight,Damien Brown,def.,Cesar Arzamendia,KO (punches),1.0,2:27,-,147
2016-07-30,UFC 201: Lawler vs. Woodley,Welterweight,Jorge Masvidal,def.,Ross Pearson,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2016-07-30,UFC 201: Lawler vs. Woodley,Flyweight,Ryan Benoit,def.,Fredy Serrano,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2016-08-06,UFC Fight Night: Rodríguez vs. Caceres,Middleweight,Trevor Smith,def.,Joe Gigliotti,"Decision (unanimous) (30–26, 30–26, 30–26)",3.0,5:00,-,300
2016-08-06,UFC Fight Night: Rodríguez vs. Caceres,Featherweight,Yair Rodríguez,def.,Alex Caceres,"Decision (split) (46–49, 48–47, 48–47)",5.0,5:00,-,300
2016-08-06,UFC Fight Night: Rodríguez vs. Caceres,Featherweight,Dennis Bermudez,def.,Rony Jason,"Decision (unanimous) (30–27, 30–26, 30–27)",3.0,5:00,-,300
2016-08-06,UFC Fight Night: Rodríguez vs. Caceres,Middleweight,Thales Leites,def.,Chris Camozzi,Submission (rear-naked choke),3.0,2:58,-,178
2016-08-06,UFC Fight Night: Rodríguez vs. Caceres,Welterweight,Santiago Ponzinibbio,def.,Zak Cummings,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,-,300
2016-08-06,UFC Fight Night: Rodríguez vs. Caceres,Women's Strawweight,Maryna Moroz,def.,Danielle Taylor,"Decision (split) (28–29, 29–28, 30–27)",3.0,5:00,-,300
2016-08-06,UFC Fight Night: Rodríguez vs. Caceres,Heavyweight,Marcin Tybura,def.,Viktor Pešta,KO (head kick),2.0,0:53,-,53
2016-08-06,UFC Fight Night: Rodríguez vs. Caceres,Lightweight,David Teymur,def.,Jason Novelli,KO (punches),2.0,1:25,-,85
2016-08-06,UFC Fight Night: Rodríguez vs. Caceres,Featherweight,Teruto Ishihara,def.,Horacio Gutiérrez,KO (punches),1.0,2:32,-,152
2016-08-06,UFC Fight Night: Rodríguez vs. Caceres,Featherweight,Cub Swanson,def.,Tatsuya Kawajiri,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2016-08-06,UFC Fight Night: Rodríguez vs. Caceres,Heavyweight,Justin Ledet,def.,Chase Sherman,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2016-08-06,UFC Fight Night: Rodríguez vs. Caceres,Welterweight,Court McGee,def.,Dominique Steele,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2016-08-20,UFC 202: Diaz vs. McGregor 2,Welterweight,Conor McGregor,def,Nate Diaz,"Decision (majority) (48–47, 47–47, 48–47)",5.0,5:00,-,300
2016-08-20,UFC 202: Diaz vs. McGregor 2,Light Heavyweight,Anthony Johnson,def.,Glover Teixeira,KO (punch),1.0,0:13,-,13
2016-08-20,UFC 202: Diaz vs. McGregor 2,Welterweight,Donald Cerrone,def.,Rick Story,TKO (head kick and punches),2.0,2:02,-,122
2016-08-20,UFC 202: Diaz vs. McGregor 2,Welterweight,Mike Perry,def.,Hyun Gyu Lim,TKO (punches),1.0,3:38,-,218
2016-08-20,UFC 202: Diaz vs. McGregor 2,Welterweight,Tim Means,def.,Sabah Homasi,TKO (punches),2.0,2:56,-,176
2016-08-20,UFC 202: Diaz vs. McGregor 2,Women's Bantamweight,Raquel Pennington,def.,Elizabeth Phillips,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2016-08-20,UFC 202: Diaz vs. McGregor 2,Featherweight,Artem Lobov,def.,Chris Avila,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2016-08-20,UFC 202: Diaz vs. McGregor 2,Women's Strawweight,Cortney Casey,def.,Randa Markos,Verbal Submission (armbar),1.0,4:34,-,274
2016-08-20,UFC 202: Diaz vs. McGregor 2,Welterweight,Lorenz Larkin,def.,Neil Magny,TKO (elbows),1.0,4:08,-,248
2016-08-20,UFC 202: Diaz vs. McGregor 2,Welterweight,Colby Covington,def.,Max Griffin,TKO (punches),3.0,2:18,-,138
2016-08-20,UFC 202: Diaz vs. McGregor 2,Middleweight,Marvin Vettori,def.,Alberto Uda,Submission (guillotine choke),1.0,4:30,-,270
2016-08-20,UFC 202: Diaz vs. McGregor 2,Bantamweight,Cody Garbrandt,def.,Takeya Mizugaki,TKO (punches),1.0,0:48,-,48
2016-08-27,UFC on Fox: Maia vs. Condit,Women's Strawweight,Paige VanZant,def.,Bec Rawlings,KO (jumping switch kick and punches),2.0,0:17,-,17
2016-08-27,UFC on Fox: Maia vs. Condit,Welterweight,Demian Maia,def.,Carlos Condit,Submission (rear-naked choke),1.0,1:52,-,112
2016-08-27,UFC on Fox: Maia vs. Condit,Featherweight,Anthony Pettis,def.,Charles Oliveira,Submission (guillotine choke),3.0,1:49,-,109
2016-08-27,UFC on Fox: Maia vs. Condit,Lightweight,Jim Miller,def.,Joe Lauzon,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2016-08-27,UFC on Fox: Maia vs. Condit,Catchweight (159 lbs),Chad Laprise,def.,Thibault Gouti,TKO (punches),1.0,1:36,-,96
2016-08-27,UFC on Fox: Maia vs. Condit,Featherweight,Kyle Bochniak,def.,Enrique Barzola,"Decision (split) (29–28, 27–30, 29–28)",3.0,5:00,-,300
2016-08-27,UFC on Fox: Maia vs. Condit,Middleweight,Alessio Di Chirico,def.,Garreth McLellan,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2016-08-27,UFC on Fox: Maia vs. Condit,Lightweight,Felipe Silva,def.,Shane Campbell,TKO (punches),1.0,1:13,-,73
2016-08-27,UFC on Fox: Maia vs. Condit,Lightweight,Jeremy Kennedy,def.,Alessandro Ricci,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2016-08-27,UFC on Fox: Maia vs. Condit,Middleweight,Sam Alvey,def.,Kevin Casey,TKO (punches),2.0,4:56,-,296
2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Heavyweight,Josh Barnett,def.,Andrei Arlovski,Submission (rear-naked choke),3.0,2:53,-,173
2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Light Heavyweight,Alexander Gustafsson,def.,Jan Błachowicz,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Light Heavyweight,Ryan Bader,def.,Ilir Latifi,KO (knee),2.0,2:06,-,126
2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Lightweight,Nick Hein,def.,Tae Hyun Bang,"Decision (unanimous) (29–28, 30–28, 30–27)",3.0,5:00,-,300
2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Welterweight,Jessin Ayari,def.,Jim Wallhead,"Decision (split) (28–29, 29–28, 30–27)",3.0,5:00,-,300
2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Welterweight,Peter Sobotta,def.,Nicolas Dalby,"Decision (unanimous) (30–26, 30–26, 30–26)",3.0,5:00,-,300
2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Women's Bantamweight,Ashlee Evans-Smith,def.,Veronica Macedo,TKO (punches and elbows),3.0,3:14,-,194
2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Bantamweight,Taylor Lapilus,def.,Leandro Issa,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Heavyweight,Jarjis Danho,vs.,Christian Colombo,"Draw (majority) (29–27, 28–28, 28–28)",3.0,5:00,[a],300
2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Middleweight,Jack Hermansson,def.,Scott Askham,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Lightweight,Rustam Khabilov,def.,Leandro Silva,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,-,300
2016-09-10,UFC 203: Miocic vs. Overeem,Heavyweight,Stipe Miocic (c),def.,Alistair Overeem,KO (punches),1.0,4:27,[a],267
2016-09-10,UFC 203: Miocic vs. Overeem,Heavyweight,Fabrício Werdum,def.,Travis Browne,"Decision (unanimous) (29–28, 29–27, 30–27)",3.0,5:00,-,300
2016-09-10,UFC 203: Miocic vs. Overeem,Welterweight,Mickey Gall,def.,CM Punk,Submission (rear-naked choke),1.0,2:14,-,134
2016-09-10,UFC 203: Miocic vs. Overeem,Women's Strawweight,Jéssica Andrade,def.,Joanne Calderwood,Submission (guillotine choke),1.0,4:38,-,278
2016-09-10,UFC 203: Miocic vs. Overeem,Bantamweight,Jimmie Rivera,def.,Urijah Faber,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
